Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL,name_key,PERSON_ID,PLAYER_NAME,DRAFT_YEAR,OVERALL_PICK,ROUND_NUMBER,DRAFT_TEAM,ORGANIZATION,pick_bin,era,years_pro,SALARY_USD,SALARY_SEASON_LABEL,VORP_per_1M,WS_per_1M
Manu Ginóbili,27.0,SAS,SG,74.0,2193.0,22.3,11.0,0.24,6.4,4.6,6.9,4.1,2.8,4.9,0.609,24.3,2005,2004-05,manu ginobili,1938,Manu Ginobili,1999,57,2,San Antonio,Viola Reggio Calabria (Italy),Second Round,Pre-Analytics,6,,,,
Brook Lopez,29.0,LAL,C,74.0,1735.0,16.5,3.8,0.105,1.9,1.9,0.9,0.7,0.2,1.3,0.557,23.5,2018,2017-18,brook lopez,201572,Brook Lopez,2008,10,1,New Jersey,Stanford,Picks 6-14,Pre-Analytics,10,22642650.0,2017-18,0.05741377444777886,0.1678248791550459
Derrick Williams,23.0,SAC,PF,74.0,1462.0,12.8,2.1,0.069,1.7,0.4,-2.0,-0.3,-1.6,0.0,0.54,18.9,2015,2014-15,derrick williams,202682,Derrick Williams,2011,2,1,Minnesota,Arizona,Top 5,Post-Analytics,4,6331404.0,2014-15,0.0,0.3316799875667388
Antonio Daniels,33.0,2TM,PG,74.0,1021.0,12.1,1.5,0.068,0.9,0.6,-2.6,-1.3,-1.4,-0.2,0.536,15.9,2009,2008-09,antonio daniels,1498,Antonio Daniels,1997,4,1,Vancouver,Bowling Green,Top 5,Pre-Analytics,12,6200000.0,2008-09,-0.03225806451612903,0.24193548387096772
John Collins,20.0,ATL,PF,74.0,1785.0,18.3,5.4,0.145,3.4,2.0,-0.2,-0.4,0.2,0.8,0.62,17.9,2018,2017-18,john collins,1628381,John Collins,2017,19,1,Atlanta,Wake Forest,Picks 15-30,Post-Analytics,1,2299080.0,2017-18,0.34796527306574804,2.348765593193799
Chris Kaman,32.0,POR,C,74.0,1398.0,17.3,3.3,0.112,1.1,2.2,-0.8,-0.8,0.1,0.4,0.537,22.5,2015,2014-15,chris kaman,2549,Chris Kaman,2003,6,1,Los Angeles,Central Michigan,Picks 6-14,Pre-Analytics,12,4800000.0,2014-15,0.08333333333333334,0.6875
Travis Best,29.0,2TM,PG,74.0,1747.0,14.3,3.4,0.093,1.9,1.4,-0.8,-1.1,0.3,0.6,0.511,17.5,2002,2001-02,travis best,696,Travis Best,1995,23,1,Indiana,Georgia Tech,Picks 15-30,Pre-Analytics,7,3250000.0,2001-02,0.1846153846153846,1.0461538461538462
Luol Deng,30.0,MIA,PF,74.0,2394.0,15.0,6.4,0.128,3.5,2.8,0.8,0.7,0.2,1.7,0.549,17.4,2016,2015-16,luol deng,2736,Luol Deng,2004,7,1,Phoenix,Duke,Picks 6-14,Pre-Analytics,12,10151612.0,2015-16,0.16746108893838732,0.6304417465915758
Mike Miller,25.0,MEM,SG,74.0,2268.0,17.2,7.4,0.157,3.9,3.5,3.0,2.4,0.6,2.9,0.595,21.3,2006,2005-06,mike miller,2034,Mike Miller,2000,5,1,Orlando,Florida,Top 5,Pre-Analytics,6,6871431.0,2005-06,0.4220372728766395,1.0769226963059078
Joakim Noah,22.0,CHI,C,74.0,1534.0,15.5,3.8,0.12,1.5,2.3,-0.2,-1.2,1.0,0.7,0.539,15.6,2008,2007-08,joakim noah,201149,Joakim Noah,2007,9,1,Chicago,Florida,Picks 6-14,Pre-Analytics,1,2135400.0,2007-08,0.32780743654584615,1.779526084106022
Stephon Marbury,29.0,NYK,PG,74.0,2748.0,15.3,5.9,0.103,4.8,1.1,0.2,1.5,-1.3,1.5,0.539,21.5,2007,2006-07,stephon marbury,950,Stephon Marbury,1996,4,1,Milwaukee,Georgia Tech,Top 5,Pre-Analytics,11,17184375.0,2006-07,0.0872885979268958,0.34333515184579017
Derrick Favors,23.0,UTA,PF,74.0,2280.0,21.8,8.3,0.175,5.0,3.3,2.5,1.9,0.6,2.6,0.558,23.8,2015,2014-15,derrick favors,202324,Derrick Favors,2010,3,1,New Jersey,Georgia Tech,Top 5,Post-Analytics,5,12950000.0,2014-15,0.2007722007722008,0.640926640926641
Jarred Vanderbilt,22.0,MIN,PF,74.0,1880.0,15.3,6.0,0.153,3.1,2.9,0.2,-0.8,1.0,1.1,0.612,10.9,2022,2021-22,jarred vanderbilt,1629020,Jarred Vanderbilt,2018,41,2,Orlando,Kentucky,Second Round,Post-Analytics,4,4050000.0,2021-22,0.271604938271605,1.4814814814814816
Thaddeus Young,19.0,PHI,PF,74.0,1554.0,16.5,4.5,0.14,2.6,2.0,0.5,0.2,0.3,1.0,0.57,17.4,2008,2007-08,thaddeus young,201152,Thaddeus Young,2007,12,1,Philadelphia,Georgia Tech,Picks 6-14,Pre-Analytics,1,1830720.0,2007-08,0.5462331760181787,2.458049292081804
Jeff Foster,32.0,IND,C,74.0,1828.0,13.0,4.2,0.111,2.3,1.9,-0.6,-1.2,0.6,0.7,0.542,12.0,2009,2008-09,jeff foster,1902,Jeff Foster,1999,21,1,Golden State,Texas State,Picks 15-30,Pre-Analytics,10,5500000.0,2008-09,0.12727272727272726,0.7636363636363637
Carlos Boozer,25.0,UTA,PF,74.0,2557.0,24.1,9.9,0.185,6.5,3.4,4.6,4.4,0.2,4.3,0.588,26.5,2007,2006-07,carlos boozer,2430,Carlos Boozer,2002,34,2,Cleveland,Duke,Second Round,Pre-Analytics,5,11260483.0,2006-07,0.3818663906335101,0.8791807598306396
Chris Mihm,22.0,CLE,C,74.0,1659.0,10.0,0.7,0.019,-0.5,1.1,-6.9,-5.0,-1.8,-2.0,0.47,19.4,2002,2001-02,chris mihm,2036,Chris Mihm,2000,7,1,Chicago,Texas,Picks 6-14,Pre-Analytics,2,2067000.0,2001-02,-0.946728100784067,0.33865505563618764
Channing Frye,33.0,CLE,C,74.0,1398.0,15.6,3.7,0.125,2.3,1.4,1.0,1.4,-0.4,1.1,0.612,19.3,2017,2016-17,channing frye,101112,Channing Frye,2005,8,1,New York,Arizona,Picks 6-14,Pre-Analytics,12,7806971.0,2016-17,0.14089971642010712,0.47393540977672394
Quincy Douby,23.0,SAC,PG,74.0,876.0,9.7,0.0,0.0,-0.5,0.5,-3.4,-2.2,-1.2,-0.3,0.495,21.3,2008,2007-08,quincy douby,200763,Quincy Douby,2006,19,1,Sacramento,Rutgers,Picks 15-30,Pre-Analytics,2,1333920.0,2007-08,-0.22490104354084203,0.0
Tim Duncan,37.0,SAS,C,74.0,2158.0,21.3,7.4,0.164,2.8,4.6,3.3,1.2,2.1,2.9,0.535,25.2,2014,2013-14,tim duncan,1495,Tim Duncan,1997,1,1,San Antonio,Wake Forest,Top 5,Pre-Analytics,17,10361446.0,2013-14,0.2798837150722013,0.7141860315635482
Jason Terry,39.0,MIL,SG,74.0,1365.0,9.1,2.1,0.075,1.2,0.9,-0.9,-1.4,0.5,0.4,0.6,9.8,2017,2016-17,jason terry,1891,Jason Terry,1999,10,1,Atlanta,Arizona,Picks 6-14,Pre-Analytics,18,980431.0,2016-17,0.40798383568043034,2.1419151373222594
Karl-Anthony Towns,26.0,MIN,C,74.0,2476.0,24.1,10.3,0.199,7.1,3.2,5.0,4.5,0.5,4.4,0.64,27.8,2022,2021-22,karl-anthony towns,1626157,Karl-Anthony Towns,2015,1,1,Minnesota,Kentucky,Top 5,Post-Analytics,7,31650600.0,2021-22,0.1390179017143435,0.3254282699222132
Nikola Jokić,26.0,DEN,C,74.0,2476.0,32.8,15.2,0.296,10.8,4.5,13.7,9.2,4.5,9.8,0.661,31.9,2022,2021-22,nikola jokic,203999,Nikola Jokić,2014,41,2,Denver,KK Mega Leks (Serbia),Second Round,Post-Analytics,8,31579390.0,2021-22,0.31032898355541383,0.4813265867390092
Ersan İlyasova,28.0,2TM,PF,74.0,1881.0,14.2,4.4,0.113,2.4,2.0,-0.2,0.2,-0.4,0.9,0.526,18.6,2016,2015-16,ersan ilyasova,101141,Ersan Ilyasova,2005,36,2,Milwaukee,Ulkerspor (Turkey),Second Round,Pre-Analytics,11,7900000.0,2015-16,0.11392405063291139,0.5569620253164557
Travis Knight,23.0,BOS,C,74.0,1503.0,13.6,3.0,0.096,1.1,1.9,-1.2,-2.0,0.7,0.3,0.499,16.4,1998,1997-98,travis knight,969,Travis Knight,1996,29,1,Chicago,Connecticut,Picks 15-30,Pre-Analytics,2,,,,
Chris Duhon,23.0,CHI,PG,74.0,2155.0,12.9,5.2,0.116,2.7,2.5,0.8,0.0,0.8,1.5,0.538,15.0,2006,2005-06,chris duhon,2768,Chris Duhon,2004,38,2,Chicago,Duke,Second Round,Pre-Analytics,2,2800000.0,2005-06,0.5357142857142857,1.8571428571428574
Josh Childress,22.0,ATL,SF,74.0,2249.0,15.8,5.7,0.121,4.6,1.1,1.2,1.3,-0.1,1.8,0.626,14.0,2006,2005-06,josh childress,2735,Josh Childress,2004,6,1,Atlanta,Stanford,Picks 6-14,Pre-Analytics,2,2677200.0,2005-06,0.6723442402510085,2.129090094128194
Tyler Hansbrough,29.0,TOR,PF,74.0,1058.0,13.3,3.4,0.156,2.6,0.9,-1.3,-0.7,-0.6,0.2,0.597,10.5,2015,2014-15,tyler hansbrough,201946,Tyler Hansbrough,2009,13,1,Indiana,North Carolina,Picks 6-14,Pre-Analytics,6,3326235.0,2014-15,0.06012804266685908,1.0221767253366043
Brent Barry,34.0,SAS,SG,74.0,1259.0,14.8,4.3,0.162,2.1,2.2,3.4,1.4,2.0,1.7,0.581,16.0,2006,2005-06,brent barry,699,Brent Barry,1995,15,1,Denver,Oregon State,Picks 15-30,Pre-Analytics,11,4691390.0,2005-06,0.36236595124259546,0.9165727002018591
Chase Budinger,21.0,HOU,SF,74.0,1488.0,14.1,3.1,0.1,1.9,1.2,0.5,1.1,-0.7,0.9,0.545,19.4,2010,2009-10,chase budinger,201978,Chase Budinger,2009,44,2,Detroit,Arizona,Second Round,Pre-Analytics,1,725000.0,2009-10,1.2413793103448276,4.275862068965518
Eric Williams,29.0,BOS,SF,74.0,1747.0,8.8,2.2,0.061,0.0,2.2,-3.0,-4.0,1.0,-0.4,0.49,15.0,2002,2001-02,eric williams,677,Eric Williams,1995,14,1,Boston,Providence,Picks 6-14,Pre-Analytics,7,4448000.0,2001-02,-0.08992805755395683,0.49460431654676257
Monta Ellis,31.0,IND,SG,74.0,1998.0,9.9,1.1,0.026,-0.7,1.7,-2.9,-3.1,0.2,-0.5,0.514,16.8,2017,2016-17,monta ellis,101145,Monta Ellis,2005,40,2,Golden State,Lanier,Second Round,Pre-Analytics,12,10763500.0,2016-17,-0.04645329121568263,0.1021972406745018
Austin Rivers,24.0,LAC,SG,74.0,2054.0,11.4,2.5,0.059,1.2,1.3,-2.2,-1.2,-1.0,-0.1,0.545,20.3,2017,2016-17,austin rivers,203085,Austin Rivers,2012,10,1,New Orleans,Duke,Picks 6-14,Post-Analytics,5,11000000.0,2016-17,-0.009090909090909092,0.22727272727272727
Kevin Huerter,23.0,ATL,SF,74.0,2188.0,11.9,2.8,0.062,1.8,1.0,-1.2,-0.5,-0.7,0.4,0.57,17.5,2022,2021-22,kevin huerter,1628989,Kevin Huerter,2018,19,1,Atlanta,Maryland,Picks 15-30,Post-Analytics,4,4253357.0,2021-22,0.0940433638652951,0.6583035470570656
Tyrus Thomas,21.0,CHI,PF,74.0,1330.0,14.6,2.4,0.088,0.4,2.1,-0.6,-2.2,1.6,0.5,0.486,19.7,2008,2007-08,tyrus thomas,200748,Tyrus Thomas,2006,4,1,Portland,Louisiana State,Top 5,Pre-Analytics,2,3505320.0,2007-08,0.1426403295562174,0.6846735818698435
Julius Randle,22.0,LAL,PF,74.0,2132.0,16.3,3.5,0.08,2.0,1.5,-0.9,-0.6,-0.3,0.6,0.543,21.4,2017,2016-17,julius randle,203944,Julius Randle,2014,7,1,Los Angeles,Kentucky,Picks 6-14,Post-Analytics,3,3267120.0,2016-17,0.18364798354514067,1.0712799040133207
Tobias Harris,30.0,PHI,SF,74.0,2436.0,14.8,5.9,0.116,3.1,2.8,0.7,0.6,0.1,1.7,0.602,18.2,2023,2022-23,tobias harris,202699,Tobias Harris,2011,19,1,Charlotte,Tennessee,Picks 15-30,Post-Analytics,12,37633050.0,2022-23,0.04517305931886999,0.1567770882243135
Marco Belinelli,30.0,CHO,SG,74.0,1778.0,13.3,3.2,0.087,2.0,1.2,-1.1,-0.6,-0.5,0.4,0.566,19.2,2017,2016-17,marco belinelli,201158,Marco Belinelli,2007,18,1,Golden State,Fortitudo Pallacanestro Bologna (Italy),Picks 15-30,Pre-Analytics,10,6333333.0,2016-17,0.063157898060942,0.505263184487536
Matt Barnes,36.0,2TM,SF,74.0,1777.0,10.3,2.0,0.053,0.3,1.7,-1.4,-1.7,0.3,0.3,0.514,15.6,2017,2016-17,matt barnes,2440,Matt Barnes,2002,45,2,Memphis,California-Los Angeles,Second Round,Pre-Analytics,15,242224.0,2016-17,1.238523020014532,7.367107320540184
Dwight Howard,31.0,ATL,C,74.0,2199.0,20.8,8.3,0.181,3.8,4.5,1.4,0.6,0.8,1.9,0.627,19.2,2017,2016-17,dwight howard,2730,Dwight Howard,2004,1,1,Orlando,Southwest Atlanta Christian Academy,Top 5,Pre-Analytics,13,23180275.0,2016-17,0.0819662406938658,0.3580630514521506
Thaddeus Young,28.0,IND,PF,74.0,2237.0,14.9,4.6,0.1,2.0,2.7,0.5,-0.3,0.8,1.4,0.562,16.4,2017,2016-17,thaddeus young,201152,Thaddeus Young,2007,12,1,Philadelphia,Georgia Tech,Picks 6-14,Pre-Analytics,10,14153652.0,2016-17,0.09891440032579578,0.32500445821332896
Gilbert Arenas,25.0,WAS,PG,74.0,2942.0,24.0,10.8,0.177,9.3,1.5,4.7,5.5,-0.8,5.0,0.565,31.4,2007,2006-07,gilbert arenas,2240,Gilbert Arenas,2001,30,2,Golden State,Arizona,Picks 15-30,Pre-Analytics,6,11096800.0,2006-07,0.450580347487564,0.9732535505731382
Dan Gadzuric,27.0,MIL,C,74.0,885.0,17.2,2.5,0.134,1.3,1.1,-1.7,-1.6,-0.1,0.0,0.55,19.8,2006,2005-06,dan gadzuric,2429,Dan Gadzuric,2002,33,2,Milwaukee,California-Los Angeles,Second Round,Pre-Analytics,4,4750000.0,2005-06,0.0,0.5263157894736842
Nick Young,24.0,WAS,SG,74.0,1421.0,10.7,1.4,0.046,0.9,0.5,-3.7,-2.0,-1.7,-0.6,0.519,21.4,2010,2009-10,nick young,201156,Nick Young,2007,16,1,Washington,Southern California,Picks 15-30,Pre-Analytics,3,1714800.0,2009-10,-0.3498950314905528,0.8164217401446232
Jason Collins,29.0,2TM,C,74.0,1172.0,3.4,0.1,0.005,-0.5,0.6,-6.7,-6.7,0.0,-1.4,0.481,7.4,2008,2007-08,jason collins,2215,Jason Collins,2001,18,1,Houston,Stanford,Picks 15-30,Pre-Analytics,7,6100000.0,2007-08,-0.22950819672131148,0.01639344262295082
Jonas Valančiūnas,29.0,NOP,C,74.0,2240.0,21.2,7.3,0.156,4.6,2.7,1.9,2.0,-0.1,2.2,0.617,23.8,2022,2021-22,jonas valanciunas,202685,Jonas Valančiūnas,2011,5,1,Toronto,BC Lietuvos rytas (Lithuania),Top 5,Post-Analytics,11,14000000.0,2021-22,0.15714285714285717,0.5214285714285715
Tony Battie,25.0,BOS,C,74.0,1819.0,14.5,6.2,0.164,3.2,3.0,-0.7,-1.4,0.8,0.6,0.57,12.5,2002,2001-02,tony battie,1499,Tony Battie,1997,5,1,Denver,Texas Tech,Top 5,Pre-Analytics,5,3600000.0,2001-02,0.16666666666666666,1.7222222222222223
Jacque Vaughn,32.0,SAS,PG,74.0,1139.0,9.2,1.6,0.069,0.3,1.4,-3.5,-3.9,0.4,-0.4,0.481,15.6,2008,2007-08,jacque vaughn,1521,Jacque Vaughn,1997,27,1,Utah,Kansas,Picks 15-30,Pre-Analytics,11,1219590.0,2007-08,-0.32797907493501915,1.3119162997400766
Jerryd Bayless,21.0,POR,SG,74.0,1304.0,14.3,2.7,0.098,1.7,1.0,-1.7,-0.7,-1.0,0.1,0.534,24.9,2010,2009-10,jerryd bayless,201573,Jerryd Bayless,2008,11,1,Indiana,Arizona,Picks 6-14,Pre-Analytics,2,2143080.0,2009-10,0.04666181383802752,1.259868973626743
Clint Capela,27.0,ATL,C,74.0,2042.0,21.4,8.3,0.195,5.6,2.7,2.0,2.1,-0.1,2.1,0.604,15.5,2022,2021-22,clint capela,203991,Clint Capela,2014,25,1,Houston,Elan Chalon (France),Picks 15-30,Post-Analytics,8,18603448.0,2021-22,0.11288230009834736,0.44615385276965863
Jarvis Hayes,27.0,NJN,SF,74.0,1832.0,10.8,2.1,0.055,1.0,1.2,-2.2,-1.4,-0.8,-0.1,0.537,16.6,2009,2008-09,jarvis hayes,2553,Jarvis Hayes,2003,10,1,Washington,Georgia,Picks 6-14,Pre-Analytics,6,1910000.0,2008-09,-0.052356020942408384,1.099476439790576
Kyle Korver,25.0,PHI,SF,74.0,2288.0,14.2,4.6,0.097,2.9,1.7,-0.1,0.7,-0.7,1.1,0.569,21.3,2007,2006-07,kyle korver,2594,Kyle Korver,2003,51,2,New Jersey,Creighton,Second Round,Pre-Analytics,4,4018182.0,2006-07,0.2737556437214641,1.1447963282897586
Nate Robinson,24.0,NYK,PG,74.0,2209.0,18.9,5.9,0.128,4.4,1.5,2.4,2.5,-0.1,2.4,0.549,25.6,2009,2008-09,nate robinson,101126,Nate Robinson,2005,21,1,Phoenix,Washington,Picks 15-30,Pre-Analytics,4,2020179.0,2008-09,1.1880135374142586,2.9205332794767194
Brevin Knight,32.0,LAC,PG,74.0,1674.0,11.4,2.1,0.06,0.5,1.6,-1.7,-3.3,1.6,0.1,0.453,12.2,2008,2007-08,brevin knight,1510,Brevin Knight,1997,16,1,Cleveland,Stanford,Picks 15-30,Pre-Analytics,11,1600000.0,2007-08,0.0625,1.3125
Luis Scola,30.0,HOU,PF,74.0,2412.0,18.4,5.5,0.11,3.3,2.2,-0.4,0.4,-0.8,1.0,0.538,25.7,2011,2010-11,luis scola,2449,Luis Scola,2002,55,2,San Antonio,Saski Baskonia (Spain),Second Round,Pre-Analytics,9,7775378.0,2010-11,0.12861111061095679,0.7073611083602623
Trey Lyles,27.0,SAC,PF,74.0,1247.0,14.2,2.6,0.098,1.4,1.2,-1.0,0.0,-0.9,0.3,0.607,18.1,2023,2022-23,trey lyles,1626168,Trey Lyles,2015,12,1,Utah,Kentucky,Picks 6-14,Post-Analytics,8,2700000.0,2022-23,0.1111111111111111,0.9629629629629629
Kentavious Caldwell-Pope,24.0,LAL,SG,74.0,2458.0,13.2,5.3,0.103,2.6,2.7,0.3,-0.4,0.6,1.4,0.561,16.9,2018,2017-18,kentavious caldwell-pope,203484,Kentavious Caldwell-Pope,2013,8,1,Detroit,Georgia,Picks 6-14,Post-Analytics,5,17745894.0,2017-18,0.07889148892695966,0.2986606366520616
Dejounte Murray,26.0,ATL,SG,74.0,2693.0,17.0,4.7,0.084,2.4,2.3,1.0,1.1,0.0,2.1,0.54,24.4,2023,2022-23,dejounte murray,1627749,Dejounte Murray,2016,29,1,San Antonio,Washington,Picks 15-30,Post-Analytics,7,16571120.0,2022-23,0.12672649766581862,0.28362597096635594
DeMar DeRozan,27.0,TOR,SG,74.0,2620.0,24.0,9.0,0.166,6.7,2.4,3.0,4.1,-1.0,3.3,0.552,34.3,2017,2016-17,demar derozan,201942,DeMar DeRozan,2009,9,1,Toronto,Southern California,Picks 6-14,Pre-Analytics,8,26540100.0,2016-17,0.12434014943425231,0.3391094984570518
Dwyane Wade,34.0,MIA,SG,74.0,2258.0,20.3,4.9,0.105,2.4,2.6,1.9,2.3,-0.4,2.2,0.517,31.6,2016,2015-16,dwyane wade,2548,Dwyane Wade,2003,5,1,Miami,Marquette,Top 5,Pre-Analytics,13,20000000.0,2015-16,0.11000000000000001,0.24500000000000002
LaMarcus Aldridge,30.0,SAS,PF,74.0,2261.0,22.4,10.1,0.215,5.6,4.5,2.3,2.0,0.3,2.5,0.565,25.9,2016,2015-16,lamarcus aldridge,200746,LaMarcus Aldridge,2006,2,1,Chicago,Texas,Top 5,Pre-Analytics,10,19689000.0,2015-16,0.12697445274010868,0.5129767890700391
Bryant Reeves,24.0,VAN,C,74.0,2527.0,17.3,4.9,0.093,4.3,0.6,-1.1,0.5,-1.6,0.5,0.559,21.8,1998,1997-98,bryant reeves,735,Bryant Reeves,1995,6,1,Vancouver,Oklahoma State,Picks 6-14,Pre-Analytics,3,,,,
Wilson Chandler,30.0,DEN,SF,74.0,2346.0,10.9,3.3,0.067,2.1,1.2,-2.1,-1.0,-1.1,-0.1,0.542,14.3,2018,2017-18,wilson chandler,201163,Wilson Chandler,2007,23,1,New York,DePaul,Picks 15-30,Pre-Analytics,11,12016854.0,2017-18,-0.008321645582113256,0.2746143042097374
Kirk Hinrich,29.0,CHI,SG,74.0,2481.0,11.6,4.0,0.077,1.2,2.8,-0.5,-1.6,1.0,0.9,0.501,16.6,2010,2009-10,kirk hinrich,2550,Kirk Hinrich,2003,7,1,Chicago,Kansas,Picks 6-14,Pre-Analytics,7,9500000.0,2009-10,0.09473684210526316,0.42105263157894735
Keyon Dooling,24.0,MIA,PG,74.0,1184.0,10.1,1.5,0.061,0.2,1.3,-2.7,-3.0,0.4,-0.2,0.486,18.0,2005,2004-05,keyon dooling,2039,Keyon Dooling,2000,10,1,Orlando,Missouri,Picks 6-14,Pre-Analytics,5,3073000.0,2004-05,-0.06508298080052066,0.48812235600390497
Eric Bledsoe,28.0,2TM,PG,74.0,2322.0,19.7,5.6,0.116,3.1,2.5,2.5,2.3,0.3,2.6,0.582,26.1,2018,2017-18,eric bledsoe,202339,Eric Bledsoe,2010,18,1,Oklahoma City,Kentucky,Picks 15-30,Post-Analytics,8,15000000.0,2017-18,0.17333333333333334,0.3733333333333333
Jodie Meeks,23.0,PHI,SG,74.0,2062.0,12.5,5.1,0.12,3.2,1.9,0.2,0.1,0.1,1.1,0.6,15.7,2011,2010-11,jodie meeks,201975,Jodie Meeks,2009,41,2,Milwaukee,Kentucky,Second Round,Pre-Analytics,2,762195.0,2010-11,1.443200230912037,6.691201070592172
Kris Humphries,25.0,NJN,PF,74.0,2061.0,17.8,5.4,0.125,2.7,2.7,0.4,0.5,-0.1,1.3,0.555,17.3,2011,2010-11,kris humphries,2743,Kris Humphries,2004,14,1,Utah,Minnesota,Picks 6-14,Pre-Analytics,7,3200000.0,2010-11,0.40625,1.6875
James Posey,31.0,BOS,PF,74.0,1821.0,12.0,6.2,0.164,2.2,4.0,2.5,0.0,2.5,2.1,0.587,13.5,2008,2007-08,james posey,1899,James Posey,1999,18,1,Denver,Xavier,Picks 15-30,Pre-Analytics,9,3206000.0,2007-08,0.6550218340611355,1.933873986275733
Tyson Chandler,28.0,DAL,C,74.0,2059.0,18.4,9.4,0.218,5.8,3.5,1.5,0.6,1.0,1.8,0.697,14.2,2011,2010-11,tyson chandler,2199,Tyson Chandler,2001,2,1,Los Angeles,Dominguez,Top 5,Pre-Analytics,10,12600000.0,2010-11,0.14285714285714288,0.746031746031746
Steve Nash,34.0,PHO,PG,74.0,2484.0,19.5,7.3,0.14,6.7,0.5,2.4,4.5,-2.1,2.8,0.615,21.1,2009,2008-09,steve nash,959,Steve Nash,1996,15,1,Phoenix,Santa Clara,Picks 15-30,Pre-Analytics,13,12250000.0,2008-09,0.22857142857142856,0.5959183673469388
Robert Traylor,27.0,CLE,C,74.0,1327.0,12.0,1.8,0.066,-0.1,1.9,-3.0,-3.4,0.4,-0.3,0.461,17.6,2005,2004-05,robert traylor,1714,Robert Traylor,1998,6,1,Dallas,Michigan,Picks 6-14,Pre-Analytics,7,,,,
Jayson Tatum,24.0,BOS,SF,74.0,2732.0,23.7,10.5,0.185,6.2,4.3,5.5,4.8,0.7,5.1,0.607,32.7,2023,2022-23,jayson tatum,1628369,Jayson Tatum,2017,3,1,Boston,Duke,Top 5,Post-Analytics,6,28103500.0,2022-23,0.18147205864038285,0.3736189442596118
Stephen Curry,22.0,GSW,PG,74.0,2489.0,19.4,6.6,0.128,5.4,1.3,2.3,3.0,-0.7,2.7,0.595,24.4,2011,2010-11,stephen curry,201939,Stephen Curry,2009,7,1,Golden State,Davidson,Picks 6-14,Pre-Analytics,2,2913840.0,2010-11,0.9266123054114159,2.265052302116794
Tim Thomas,24.0,MIL,SF,74.0,1987.0,13.1,2.2,0.052,0.8,1.3,-2.3,-1.0,-1.2,-0.1,0.522,22.6,2002,2001-02,tim thomas,1501,Tim Thomas,1997,7,1,New Jersey,Villanova,Picks 6-14,Pre-Analytics,5,9675000.0,2001-02,-0.0103359173126615,0.22739018087855298
Jason Smith,30.0,WAS,C,74.0,1068.0,13.6,2.3,0.103,1.0,1.3,-1.8,-2.1,0.4,0.1,0.598,16.7,2017,2016-17,jason smith,201160,Jason Smith,2007,20,1,Miami,Colorado State,Picks 15-30,Pre-Analytics,10,5000000.0,2016-17,0.02,0.45999999999999996
Joe Harris,31.0,BRK,SF,74.0,1527.0,10.6,2.6,0.083,1.5,1.1,-1.1,-0.6,-0.6,0.3,0.621,14.3,2023,2022-23,joe harris,203925,Joe Harris,2014,33,2,Cleveland,Virginia,Second Round,Post-Analytics,9,18642857.0,2022-23,0.0160919541462985,0.13946360260125368
T.J. Ford,25.0,IND,PG,74.0,2258.0,16.6,4.3,0.092,2.6,1.7,0.3,0.5,-0.3,1.3,0.533,23.5,2009,2008-09,t.j. ford,2551,T.J. Ford,2003,8,1,Milwaukee,Texas,Picks 6-14,Pre-Analytics,6,8000000.0,2008-09,0.1625,0.5375
Hedo Türkoğlu,30.0,TOR,SF,74.0,2272.0,13.3,3.4,0.071,2.6,0.8,0.4,0.7,-0.4,1.4,0.54,18.1,2010,2009-10,hedo turkoglu,2045,Hedo Turkoglu,2000,16,1,Sacramento,Anadolu Efes S.K. (Turkey),Picks 15-30,Pre-Analytics,10,9000000.0,2009-10,0.15555555555555556,0.37777777777777777
Cuttino Mobley,26.0,HOU,SG,74.0,3116.0,16.7,5.7,0.087,4.6,1.1,0.3,1.1,-0.8,1.8,0.537,24.9,2002,2001-02,cuttino mobley,1749,Cuttino Mobley,1998,41,2,Houston,Rhode Island,Second Round,Pre-Analytics,4,4412000.0,2001-02,0.40797824116047143,1.2919310970081597
Nikola Vučević,24.0,ORL,C,74.0,2529.0,21.5,7.0,0.133,4.5,2.5,0.9,2.0,-1.2,1.8,0.548,26.0,2015,2014-15,nikola vucevic,202696,Nikola Vučević,2011,16,1,Philadelphia,Southern California,Picks 15-30,Post-Analytics,4,2751260.0,2014-15,0.6542456910651847,2.5442887985868294
Troy Murphy,25.0,GSW,PF,74.0,2516.0,15.9,6.5,0.125,3.5,3.0,-0.3,0.5,-0.9,1.1,0.529,19.2,2006,2005-06,troy murphy,2211,Troy Murphy,2001,14,1,Golden State,Notre Dame,Picks 6-14,Pre-Analytics,5,7365079.0,2005-06,0.1493534556791584,0.8825431471950267
David West,25.0,NOK,PF,74.0,2526.0,19.7,7.4,0.141,4.8,2.6,1.4,1.8,-0.3,2.2,0.554,23.0,2006,2005-06,david west,2561,David West,2003,18,1,New Orleans,Xavier,Picks 15-30,Pre-Analytics,3,1334160.0,2005-06,1.6489776338670026,5.546561132098099
Zach Randolph,24.0,POR,PF,74.0,2545.0,16.9,1.3,0.024,0.4,0.9,-2.0,0.5,-2.6,0.0,0.483,28.8,2006,2005-06,zach randolph,2216,Zach Randolph,2001,19,1,Portland,Michigan State,Picks 15-30,Pre-Analytics,5,10666667.0,2005-06,0.0,0.12187499619140638
