Player,Age,Team,Pos,G,MP,PER,WS,WS/48,OWS,DWS,BPM,OBPM,DBPM,VORP,TS%,USG%,SEASON_END_YEAR,SEASON_LABEL
Glenn Robinson,27.0,MIL,SF,81.0,2909.0,17.8,4.8,0.08,3.5,1.3,0.1,1.9,-1.9,1.5,0.534,27.6,2000,1999-00
Bryon Russell,29.0,UTA,SF,82.0,2900.0,15.1,8.8,0.146,5.1,3.7,1.7,0.9,0.8,2.7,0.55,18.4,2000,1999-00
Sam Cassell,30.0,MIL,PG,81.0,2899.0,21.1,9.2,0.152,8.4,0.8,2.2,3.6,-1.4,3.1,0.551,25.0,2000,1999-00
Stephon Marbury,22.0,NJN,PG,74.0,2881.0,20.7,7.4,0.123,6.1,1.2,2.4,3.8,-1.3,3.2,0.528,28.2,2000,1999-00
Chris Webber,26.0,SAC,PF,75.0,2880.0,23.4,10.7,0.179,5.7,5.0,5.7,3.6,2.1,5.6,0.53,28.2,2000,1999-00
Tim Duncan,23.0,SAS,PF,74.0,2875.0,24.8,13.0,0.218,6.7,6.4,5.6,3.8,1.8,5.5,0.555,28.7,2000,1999-00
Eric Snow,26.0,PHI,PG,82.0,2866.0,12.8,6.1,0.102,2.4,3.7,0.1,-1.3,1.4,1.5,0.482,12.8,2000,1999-00
Allen Iverson,24.0,PHI,SG,70.0,2853.0,20.0,6.9,0.116,3.3,3.6,3.2,3.4,-0.2,3.8,0.496,34.4,2000,1999-00
Vin Baker,28.0,SEA,C,79.0,2849.0,14.0,3.5,0.059,1.2,2.2,-3.0,-1.6,-1.5,-0.7,0.5,23.6,2000,1999-00
Rasheed Wallace,25.0,POR,PF,81.0,2845.0,18.1,9.3,0.156,4.6,4.7,2.2,1.2,1.0,3.0,0.556,21.9,2000,1999-00
Clifford Robinson,33.0,PHO,SF,80.0,2839.0,17.3,9.6,0.162,5.7,3.9,2.5,2.1,0.4,3.2,0.564,22.9,2000,1999-00
Jamal Mashburn,27.0,MIA,SF,76.0,2828.0,15.4,6.4,0.109,3.1,3.2,0.5,0.9,-0.4,1.8,0.526,23.8,2000,1999-00
Eddie Jones,28.0,CHH,SG,72.0,2807.0,19.9,10.1,0.172,5.7,4.4,4.9,2.9,2.0,4.9,0.555,23.4,2000,1999-00
Keith Van Horn,24.0,NJN,PF,80.0,2782.0,18.1,5.5,0.096,3.2,2.4,-0.3,1.2,-1.5,1.2,0.537,26.8,2000,1999-00
Steve Francis,22.0,HOU,PG,77.0,2776.0,18.4,6.4,0.111,4.4,2.0,2.0,2.7,-0.6,2.8,0.543,25.0,2000,1999-00
Grant Hill,27.0,DET,SF,74.0,2776.0,24.5,10.7,0.185,8.1,2.6,5.4,5.4,0.1,5.2,0.565,30.5,2000,1999-00
Alan Henderson,27.0,ATL,PF,82.0,2775.0,14.7,4.3,0.074,2.9,1.4,-1.6,-0.4,-1.2,0.3,0.503,19.4,2000,1999-00
Jim Jackson,29.0,ATL,SF,79.0,2767.0,14.3,2.8,0.049,2.1,0.7,-0.8,1.0,-1.8,0.8,0.496,24.2,2000,1999-00
Lamar Odom,20.0,LAC,SF,76.0,2767.0,16.8,3.2,0.055,1.7,1.5,0.6,0.8,-0.2,1.8,0.521,23.5,2000,1999-00
David Wesley,29.0,CHH,PG,82.0,2760.0,15.0,6.1,0.106,3.4,2.7,0.1,0.4,-0.3,1.5,0.519,20.1,2000,1999-00
Jason Williams,24.0,SAC,PG,81.0,2760.0,11.6,1.5,0.026,-1.1,2.6,-1.9,-0.8,-1.1,0.1,0.477,20.3,2000,1999-00
Scottie Pippen,34.0,POR,SF,82.0,2749.0,16.4,7.8,0.137,3.4,4.4,3.6,1.9,1.7,3.9,0.533,19.6,2000,1999-00
Alonzo Mourning,29.0,MIA,C,79.0,2748.0,25.8,12.9,0.226,7.3,5.6,5.3,3.1,2.2,5.0,0.596,28.1,2000,1999-00
Brent Barry,28.0,SEA,SG,80.0,2726.0,14.6,7.5,0.131,4.9,2.5,1.8,1.0,0.9,2.6,0.609,14.9,2000,1999-00
Shandon Anderson,26.0,HOU,SF,82.0,2700.0,13.8,4.9,0.087,3.0,1.9,-0.5,-0.3,-0.2,1.1,0.567,17.6,2000,1999-00
Antonio McDyess,25.0,DEN,PF,81.0,2698.0,19.6,6.2,0.11,3.3,2.9,0.7,0.9,-0.1,1.9,0.539,26.9,2000,1999-00
Steve Smith,30.0,POR,SG,82.0,2689.0,17.3,10.4,0.186,7.7,2.7,2.9,2.8,0.1,3.3,0.584,20.0,2000,1999-00
Horace Grant,34.0,SEA,PF,76.0,2688.0,11.7,5.2,0.093,2.7,2.5,-0.7,-1.0,0.3,0.9,0.472,11.6,2000,1999-00
Othella Harrington,26.0,VAN,PF,82.0,2677.0,13.3,3.0,0.054,2.0,1.0,-3.5,-1.7,-1.8,-1.0,0.56,20.0,2000,1999-00
Jason Kidd,26.0,PHO,PG,67.0,2616.0,18.4,8.5,0.156,3.7,4.8,4.3,2.3,2.0,4.2,0.498,20.0,2000,1999-00
Kenny Anderson,29.0,BOS,PG,82.0,2593.0,17.4,7.3,0.136,5.4,1.9,1.8,1.7,0.1,2.5,0.524,20.5,2000,1999-00
Darrell Armstrong,31.0,ORL,PG,82.0,2590.0,19.5,8.0,0.149,4.6,3.4,4.5,3.6,0.9,4.3,0.542,23.9,2000,1999-00
Terrell Brandon,29.0,MIN,PG,71.0,2587.0,20.8,8.6,0.159,5.8,2.8,4.3,3.9,0.3,4.1,0.535,23.0,2000,1999-00
Paul Pierce,22.0,BOS,SF,73.0,2583.0,19.8,8.2,0.152,5.2,3.0,3.9,3.0,0.9,3.9,0.55,24.8,2000,1999-00
Avery Johnson,34.0,SAS,PG,82.0,2571.0,14.8,6.3,0.117,3.3,3.0,0.3,0.4,-0.1,1.5,0.5,19.0,2000,1999-00
David Robinson,34.0,SAS,C,80.0,2557.0,24.6,12.7,0.238,6.2,6.4,5.8,3.1,2.7,5.0,0.568,25.6,2000,1999-00
Elden Campbell,31.0,CHH,C,78.0,2538.0,14.6,5.5,0.105,1.7,3.9,-0.9,-1.5,0.6,0.7,0.5,19.7,2000,1999-00
Glen Rice,32.0,LAL,SF,80.0,2530.0,16.2,9.0,0.17,5.7,3.2,0.9,1.2,-0.3,1.8,0.551,22.0,2000,1999-00
Kobe Bryant,21.0,LAL,SG,66.0,2524.0,21.7,10.6,0.202,6.1,4.5,5.1,3.5,1.6,4.5,0.546,26.8,2000,1999-00
Cuttino Mobley,24.0,HOU,SG,81.0,2496.0,16.0,5.2,0.099,3.6,1.6,-0.1,0.7,-0.8,1.2,0.545,23.9,2000,1999-00
Michael Olowokandi,24.0,LAC,C,80.0,2493.0,10.4,-0.8,-0.016,-2.2,1.4,-6.0,-4.6,-1.4,-2.6,0.467,18.1,2000,1999-00
Shawn Kemp,30.0,CLE,C,82.0,2492.0,17.2,4.0,0.077,0.2,3.8,-2.1,-1.8,-0.3,0.0,0.508,30.2,2000,1999-00
Antonio Davis,31.0,TOR,C,79.0,2479.0,15.1,6.1,0.118,3.5,2.6,-2.0,-1.0,-1.0,0.0,0.52,17.8,2000,1999-00
Tracy McGrady,20.0,TOR,SF,79.0,2462.0,20.0,6.6,0.129,3.7,2.9,3.5,2.6,0.9,3.4,0.509,24.3,2000,1999-00
Mookie Blaylock,32.0,GSW,PG,73.0,2459.0,15.1,3.3,0.065,1.9,1.4,0.9,0.7,0.2,1.8,0.468,17.5,2000,1999-00
Christian Laettner,30.0,DET,C,82.0,2443.0,14.8,5.1,0.1,2.7,2.4,-0.8,-0.8,0.0,0.7,0.539,20.1,2000,1999-00
Raef LaFrentz,23.0,DEN,C,81.0,2435.0,16.3,5.9,0.116,2.9,3.0,0.2,-0.2,0.4,1.4,0.512,19.3,2000,1999-00
John Stockton,37.0,UTA,PG,82.0,2432.0,22.4,11.2,0.222,8.2,3.1,6.6,5.0,1.7,5.3,0.591,19.3,2000,1999-00
Charles Oakley,36.0,TOR,PF,80.0,2431.0,10.1,2.2,0.044,-0.7,2.9,-2.2,-3.3,1.1,-0.1,0.459,13.7,2000,1999-00
George Lynch,29.0,PHI,SF,75.0,2416.0,13.7,5.8,0.116,1.6,4.2,1.0,-0.6,1.6,1.8,0.498,15.3,2000,1999-00
Mitch Richmond,34.0,WAS,SG,74.0,2397.0,16.5,5.2,0.104,3.8,1.4,1.1,1.3,-0.2,1.9,0.536,25.0,2000,1999-00
Malik Sealy,29.0,MIN,SF,82.0,2392.0,14.4,5.5,0.111,3.4,2.1,-0.3,0.0,-0.3,1.0,0.53,18.6,2000,1999-00
Ron Mercer,23.0,2TM,SG,68.0,2377.0,12.7,1.8,0.036,0.2,1.6,-3.1,-1.8,-1.3,-0.6,0.479,24.4,2000,1999-00
Ron Mercer,23.0,DEN,SG,37.0,1408.0,13.4,1.2,0.04,0.6,0.6,-2.6,-0.8,-1.8,-0.2,0.5,23.7,2000,1999-00
Ron Mercer,23.0,ORL,SG,31.0,969.0,11.8,0.6,0.031,-0.3,1.0,-3.7,-3.1,-0.6,-0.4,0.452,25.3,2000,1999-00
Vlade Divac,31.0,SAC,C,82.0,2374.0,18.0,7.2,0.145,3.0,4.1,2.8,0.4,2.4,2.9,0.552,19.3,2000,1999-00
Damon Stoudamire,26.0,POR,PG,78.0,2372.0,15.5,6.1,0.124,3.6,2.5,0.9,1.2,-0.3,1.7,0.508,21.5,2000,1999-00
Lamond Murray,26.0,CLE,SF,74.0,2365.0,14.9,3.3,0.067,0.7,2.6,-0.3,0.0,-0.3,1.0,0.517,24.3,2000,1999-00
Kendall Gill,31.0,NJN,SF,76.0,2355.0,15.2,3.7,0.076,1.6,2.1,0.0,-0.7,0.7,1.2,0.465,21.9,2000,1999-00
Derrick Coleman,32.0,CHH,PF,74.0,2347.0,18.9,6.5,0.133,2.7,3.8,1.6,1.2,0.5,2.2,0.541,25.2,2000,1999-00
Bo Outlaw,28.0,ORL,PF,82.0,2326.0,15.3,6.8,0.14,2.8,4.0,4.5,0.9,3.6,3.8,0.597,9.8,2000,1999-00
Larry Hughes,21.0,2TM,SG,82.0,2324.0,14.7,1.7,0.036,-0.5,2.2,-0.9,-0.3,-0.6,0.7,0.467,27.8,2000,1999-00
Larry Hughes,21.0,PHI,SG,50.0,1018.0,13.9,1.1,0.05,-0.5,1.6,-0.2,-0.9,0.7,0.5,0.479,26.7,2000,1999-00
Larry Hughes,21.0,GSW,SG,32.0,1306.0,15.4,0.7,0.025,0.1,0.6,-1.4,0.2,-1.6,0.2,0.459,28.7,2000,1999-00
Tyrone Nesby,24.0,LAC,SG,73.0,2317.0,12.6,1.3,0.027,1.1,0.2,-2.7,-1.0,-1.7,-0.4,0.487,21.1,2000,1999-00
Dan Majerle,34.0,MIA,SG,69.0,2308.0,11.4,6.1,0.126,2.8,3.3,1.9,-0.2,2.1,2.3,0.559,10.4,2000,1999-00
P.J. Brown,30.0,MIA,PF,80.0,2302.0,15.3,6.9,0.143,3.3,3.6,0.3,-0.3,0.6,1.4,0.516,17.1,2000,1999-00
Rodney Rogers,28.0,PHO,PF,82.0,2286.0,17.1,7.4,0.154,3.4,3.9,2.6,1.5,1.1,2.7,0.57,22.2,2000,1999-00
Larry Johnson,30.0,NYK,PF,70.0,2281.0,12.4,5.1,0.107,2.3,2.7,0.7,0.3,0.4,1.6,0.517,17.0,2000,1999-00
Doug Christie,29.0,TOR,SG,73.0,2264.0,15.8,5.1,0.108,3.0,2.0,1.4,1.1,0.2,1.9,0.526,19.6,2000,1999-00
Anfernee Hardaway,28.0,PHO,SG,60.0,2253.0,17.9,7.8,0.165,4.2,3.6,3.5,1.9,1.6,3.1,0.549,21.1,2000,1999-00
Jamie Feick,25.0,NJN,C,81.0,2241.0,12.3,4.8,0.103,2.6,2.3,-2.3,-0.9,-1.4,-0.2,0.477,10.8,2000,1999-00
Metta World Peace,20.0,CHI,SF,72.0,2238.0,13.4,2.3,0.05,-0.3,2.6,-0.2,-1.1,0.9,1.0,0.491,21.4,2000,1999-00
Maurice Taylor,23.0,LAC,PF,62.0,2227.0,13.4,-0.3,-0.007,-0.8,0.5,-3.8,-1.9,-1.9,-1.0,0.492,24.8,2000,1999-00
Mario Elie,36.0,SAS,SF,79.0,2217.0,10.4,4.6,0.099,1.5,3.0,-0.3,-1.4,1.2,1.0,0.565,13.6,2000,1999-00
Bob Sura,26.0,CLE,SG,73.0,2216.0,15.6,4.9,0.107,2.9,2.1,1.7,1.4,0.3,2.1,0.545,21.1,2000,1999-00
Derek Anderson,25.0,LAC,SG,64.0,2201.0,16.9,3.3,0.073,3.1,0.3,-0.1,1.2,-1.2,1.1,0.542,23.4,2000,1999-00
Mark Jackson,34.0,IND,PG,81.0,2190.0,17.7,6.7,0.146,4.6,2.0,3.1,3.5,-0.4,2.8,0.538,16.3,2000,1999-00
Rod Strickland,33.0,WAS,PG,69.0,2188.0,17.1,3.7,0.081,2.4,1.3,1.0,1.8,-0.8,1.6,0.485,22.0,2000,1999-00
Wally Szczerbiak,22.0,MIN,SF,73.0,2171.0,15.4,6.2,0.137,4.5,1.7,0.9,1.0,-0.1,1.6,0.571,17.1,2000,1999-00
Jason Caffey,26.0,GSW,PF,71.0,2159.0,12.4,1.6,0.035,0.7,0.9,-4.0,-2.3,-1.7,-1.1,0.515,19.4,2000,1999-00
Tyrone Hill,31.0,PHI,PF,68.0,2155.0,14.6,5.7,0.128,2.2,3.5,-1.4,-1.0,-0.4,0.3,0.529,18.2,2000,1999-00
Jeff Hornacek,36.0,UTA,SG,77.0,2133.0,16.3,6.5,0.147,4.7,1.8,1.9,2.0,-0.1,2.1,0.59,19.9,2000,1999-00
Ervin Johnson,32.0,MIL,C,80.0,2129.0,12.7,4.9,0.111,2.4,2.6,-0.4,-1.3,0.9,0.9,0.55,8.9,2000,1999-00
Dale Davis,30.0,IND,C,74.0,2127.0,17.4,7.1,0.161,3.8,3.3,0.8,0.7,0.1,1.5,0.537,16.7,2000,1999-00
George McCloud,32.0,DEN,SF,78.0,2118.0,13.2,3.8,0.086,2.7,1.0,-0.2,0.5,-0.7,1.0,0.548,17.5,2000,1999-00
Jerome Williams,26.0,DET,PF,82.0,2102.0,17.9,7.6,0.174,4.6,3.0,1.2,1.7,-0.5,1.7,0.593,14.3,2000,1999-00
Ruben Patterson,24.0,SEA,SF,81.0,2097.0,18.8,6.7,0.153,4.6,2.1,1.9,1.8,0.1,2.1,0.587,19.9,2000,1999-00
Howard Eisley,27.0,UTA,PG,82.0,2096.0,11.5,3.0,0.069,1.3,1.8,-1.7,-1.1,-0.5,0.2,0.492,18.8,2000,1999-00
Nick Anderson,32.0,SAC,SG,72.0,2094.0,11.8,2.8,0.064,0.3,2.5,-0.3,-0.6,0.3,0.9,0.479,18.1,2000,1999-00
Andre Miller,23.0,CLE,PG,82.0,2093.0,17.9,5.3,0.122,3.5,1.8,1.9,1.9,0.0,2.1,0.517,21.8,2000,1999-00
Tim Thomas,22.0,MIL,SF,80.0,2093.0,14.7,3.8,0.088,3.0,0.8,-0.8,0.5,-1.3,0.6,0.549,21.0,2000,1999-00
Isaiah Rider,28.0,ATL,SG,60.0,2084.0,15.7,1.6,0.037,1.2,0.4,-1.4,0.9,-2.3,0.3,0.488,28.8,2000,1999-00
Anthony Peeler,30.0,MIN,SG,82.0,2073.0,13.2,4.1,0.094,2.4,1.6,-0.5,0.0,-0.5,0.8,0.52,18.7,2000,1999-00
Donyell Marshall,26.0,GSW,PF,64.0,2071.0,17.1,3.8,0.088,1.9,1.9,0.7,1.2,-0.5,1.4,0.478,21.9,2000,1999-00
Cedric Ceballos,30.0,DAL,SF,69.0,2064.0,18.1,4.0,0.094,2.7,1.3,-1.0,1.2,-2.2,0.5,0.516,26.4,2000,1999-00
Wesley Person,28.0,CLE,SG,79.0,2056.0,12.0,3.7,0.086,2.3,1.3,0.3,0.8,-0.5,1.2,0.528,15.8,2000,1999-00
James Posey,23.0,DEN,SF,81.0,2052.0,13.0,4.3,0.101,2.5,1.9,0.7,-0.5,1.2,1.4,0.55,14.8,2000,1999-00
Ron Harper,36.0,LAL,PG,80.0,2042.0,12.0,4.0,0.093,0.4,3.5,0.6,-1.2,1.9,1.3,0.468,15.6,2000,1999-00
Patrick Ewing,37.0,NYK,C,62.0,2035.0,16.9,4.8,0.113,0.9,3.9,-0.2,-0.6,0.4,0.9,0.516,24.3,2000,1999-00
Erick Strickland,26.0,DAL,SG,68.0,2025.0,16.5,4.9,0.116,3.2,1.7,1.1,0.5,0.6,1.6,0.531,20.0,2000,1999-00
Charlie Ward,29.0,NYK,PG,72.0,1986.0,13.6,5.5,0.133,2.5,3.0,2.8,0.3,2.5,2.4,0.559,13.7,2000,1999-00
Joe Smith,24.0,MIN,C,78.0,1975.0,14.4,4.7,0.114,2.2,2.5,-2.4,-2.1,-0.3,-0.2,0.525,19.5,2000,1999-00
Kurt Thomas,27.0,NYK,PF,80.0,1971.0,13.6,5.2,0.127,1.9,3.4,-0.1,-1.4,1.4,1.0,0.542,16.7,2000,1999-00
Ben Wallace,25.0,ORL,PF,81.0,1959.0,14.4,5.6,0.138,1.7,3.9,1.8,-0.3,2.1,1.9,0.508,9.7,2000,1999-00
Aaron McKie,27.0,PHI,SG,82.0,1952.0,13.2,4.3,0.105,1.3,3.0,1.2,-1.1,2.2,1.5,0.497,17.3,2000,1999-00
A.C. Green,36.0,LAL,PF,82.0,1929.0,11.2,5.0,0.124,1.7,3.3,-0.3,-1.1,0.8,0.8,0.482,11.0,2000,1999-00
Adrian Griffin,25.0,BOS,SG,72.0,1927.0,12.6,3.9,0.098,1.8,2.1,0.6,-0.9,1.4,1.3,0.503,13.0,2000,1999-00
Bimbo Coles,31.0,ATL,PG,80.0,1924.0,12.9,2.3,0.058,1.8,0.5,-2.2,-1.6,-0.6,-0.1,0.494,17.4,2000,1999-00
Shawn Bradley,27.0,DAL,C,77.0,1901.0,17.0,5.1,0.128,2.3,2.7,0.8,-1.0,1.9,1.4,0.521,16.1,2000,1999-00
Kerry Kittles,25.0,NJN,SG,62.0,1896.0,16.1,4.7,0.119,3.5,1.2,1.6,1.7,0.0,1.7,0.535,19.0,2000,1999-00
Jason Terry,22.0,ATL,PG,81.0,1888.0,13.9,1.9,0.047,0.9,0.9,-1.0,-0.4,-0.6,0.5,0.497,19.2,2000,1999-00
Austin Croshere,24.0,IND,PF,81.0,1885.0,16.7,5.4,0.138,2.8,2.6,0.7,0.7,0.0,1.3,0.553,21.1,2000,1999-00
Anthony Carter,24.0,MIA,PG,79.0,1859.0,11.0,1.4,0.036,-1.0,2.4,-2.7,-3.0,0.2,-0.4,0.442,18.5,2000,1999-00
Walt Williams,29.0,HOU,SF,76.0,1859.0,15.6,4.4,0.114,3.0,1.4,1.3,1.4,-0.1,1.5,0.562,20.0,2000,1999-00
Rik Smits,33.0,IND,C,79.0,1852.0,17.3,3.8,0.099,1.6,2.2,-1.5,-1.3,-0.2,0.2,0.518,26.8,2000,1999-00
Keon Clark,24.0,DEN,C,81.0,1850.0,15.9,4.2,0.109,2.0,2.2,-0.2,-1.0,0.8,0.8,0.573,17.2,2000,1999-00
Terry Mills,32.0,DET,PF,82.0,1842.0,11.0,3.8,0.099,2.1,1.7,-0.3,-0.4,0.1,0.8,0.545,13.1,2000,1999-00
Andrew DeClercq,26.0,CLE,C,82.0,1831.0,11.4,2.9,0.077,0.6,2.3,-2.3,-2.9,0.6,-0.2,0.53,14.8,2000,1999-00
Tracy Murray,28.0,WAS,SF,80.0,1831.0,14.1,3.8,0.101,2.9,0.9,0.6,1.6,-1.0,1.2,0.555,19.8,2000,1999-00
Olden Polynice,35.0,UTA,C,82.0,1819.0,10.4,3.2,0.084,0.7,2.5,-2.8,-2.8,0.0,-0.4,0.497,12.9,2000,1999-00
Hubert Davis,29.0,DAL,PG,79.0,1817.0,10.8,2.5,0.067,2.5,0.0,-2.0,-0.4,-1.6,0.0,0.585,13.8,2000,1999-00
Chris Gatling,32.0,2TM,PF,85.0,1811.0,17.3,4.0,0.105,1.3,2.6,-1.0,-0.7,-0.2,0.5,0.525,26.7,2000,1999-00
Chris Gatling,32.0,ORL,PF,45.0,1041.0,17.4,2.5,0.115,0.8,1.7,-0.9,-0.8,-0.1,0.3,0.525,27.2,2000,1999-00
Chris Gatling,32.0,DEN,PF,40.0,770.0,17.1,1.5,0.092,0.6,0.9,-1.0,-0.6,-0.4,0.2,0.525,26.0,2000,1999-00
Derek Fisher,25.0,LAL,PG,78.0,1803.0,9.6,3.1,0.083,0.5,2.6,-1.6,-2.9,1.3,0.2,0.449,15.1,2000,1999-00
Vitaly Potapenko,24.0,BOS,C,79.0,1797.0,13.8,2.5,0.066,1.0,1.5,-3.5,-1.8,-1.7,-0.7,0.527,20.0,2000,1999-00
Kenny Thomas,22.0,HOU,PF,72.0,1797.0,12.0,2.2,0.058,0.6,1.6,-2.6,-1.8,-0.8,-0.3,0.477,18.0,2000,1999-00
Theo Ratliff,26.0,PHI,PF,57.0,1795.0,16.7,5.6,0.149,2.2,3.3,1.2,-0.8,2.0,1.4,0.568,17.2,2000,1999-00
Vonteego Cummings,23.0,GSW,PG,75.0,1793.0,12.9,1.3,0.036,0.7,0.7,-1.7,-1.2,-0.5,0.2,0.484,20.2,2000,1999-00
Toni Kukoč,31.0,2TM,SF,56.0,1784.0,16.9,3.4,0.091,1.1,2.2,2.4,1.9,0.5,2.0,0.491,24.9,2000,1999-00
Toni Kukoč,31.0,CHI,SF,24.0,868.0,17.5,1.2,0.067,0.2,1.0,2.0,1.8,0.2,0.9,0.473,28.0,2000,1999-00
Toni Kukoč,31.0,PHI,SF,32.0,916.0,16.4,2.2,0.113,0.9,1.2,2.8,2.0,0.8,1.1,0.512,22.0,2000,1999-00
Bryant Reeves,26.0,VAN,C,69.0,1773.0,10.6,0.6,0.017,-0.2,0.9,-4.9,-3.4,-1.4,-1.3,0.481,19.3,2000,1999-00
Tom Gugliotta,30.0,PHO,PF,54.0,1767.0,16.4,5.2,0.14,1.9,3.3,1.4,0.2,1.2,1.5,0.519,20.4,2000,1999-00
Johnny Newman,36.0,NJN,SF,82.0,1763.0,13.6,3.5,0.095,2.9,0.6,-1.9,-0.6,-1.3,0.1,0.566,20.5,2000,1999-00
Brevin Knight,24.0,CLE,PG,65.0,1754.0,15.3,2.8,0.077,0.8,2.0,0.2,-0.4,0.6,1.0,0.471,19.7,2000,1999-00
Peja Stojaković,22.0,SAC,SF,74.0,1749.0,16.3,4.8,0.133,3.2,1.7,1.6,2.0,-0.4,1.6,0.559,20.8,2000,1999-00
Muggsy Bogues,35.0,TOR,PG,80.0,1731.0,12.5,3.7,0.102,2.7,0.9,-1.6,-1.5,-0.1,0.2,0.517,11.6,2000,1999-00
Rasho Nesterović,23.0,MIN,C,82.0,1723.0,11.0,3.0,0.082,1.0,1.9,-2.6,-2.9,0.3,-0.2,0.492,14.4,2000,1999-00
Mark Bryant,34.0,CLE,PF,75.0,1712.0,8.9,2.4,0.067,1.0,1.4,-3.5,-3.4,-0.2,-0.7,0.547,12.0,2000,1999-00
Eric Piatkowski,29.0,LAC,SF,75.0,1712.0,13.0,2.3,0.064,2.3,-0.1,-1.9,0.1,-2.1,0.0,0.53,17.5,2000,1999-00
Corliss Williamson,26.0,SAC,SF,76.0,1707.0,14.0,3.6,0.102,2.2,1.4,-2.1,-1.2,-0.9,0.0,0.549,20.2,2000,1999-00
Travis Best,27.0,IND,PG,82.0,1691.0,16.5,5.1,0.145,3.5,1.6,0.7,0.0,0.7,1.2,0.569,20.2,2000,1999-00
Jaren Jackson,32.0,SAS,SG,81.0,1691.0,9.7,3.1,0.087,0.8,2.3,-0.5,-1.3,0.8,0.6,0.503,15.7,2000,1999-00
Arvydas Sabonis,35.0,POR,C,66.0,1688.0,20.3,7.1,0.203,3.6,3.5,3.6,1.7,1.9,2.4,0.568,21.4,2000,1999-00
Robert Horry,29.0,LAL,PF,76.0,1685.0,14.3,5.7,0.161,2.1,3.6,3.0,-0.1,3.1,2.2,0.528,12.7,2000,1999-00
John Amaechi,29.0,ORL,C,80.0,1684.0,13.2,2.4,0.067,0.6,1.8,-2.5,-1.8,-0.8,-0.2,0.505,24.1,2000,1999-00
Kevin Willis,37.0,TOR,PF,79.0,1679.0,12.3,2.3,0.066,0.7,1.6,-5.6,-3.5,-2.1,-1.5,0.471,19.5,2000,1999-00
Chris Childs,32.0,NYK,PG,71.0,1675.0,8.6,2.1,0.061,0.4,1.7,-2.4,-2.9,0.5,-0.2,0.491,13.8,2000,1999-00
Tim Hardaway,33.0,MIA,PG,52.0,1672.0,16.4,4.3,0.123,2.6,1.6,1.8,2.9,-1.1,1.6,0.5,22.8,2000,1999-00
Detlef Schrempf,37.0,POR,SF,77.0,1662.0,14.5,5.2,0.149,2.9,2.2,1.1,0.3,0.8,1.3,0.544,17.4,2000,1999-00
Adonal Foyle,24.0,GSW,C,76.0,1654.0,12.3,1.9,0.055,0.7,1.2,-2.9,-2.8,-0.1,-0.4,0.5,12.5,2000,1999-00
Dickey Simpkins,27.0,CHI,PF,69.0,1651.0,5.5,-0.7,-0.021,-2.0,1.3,-6.3,-5.8,-0.4,-1.8,0.439,12.6,2000,1999-00
Chris Whitney,28.0,WAS,PG,82.0,1627.0,15.6,4.0,0.117,3.3,0.6,1.1,2.0,-0.9,1.2,0.554,18.7,2000,1999-00
Chucky Atkins,25.0,ORL,PG,82.0,1626.0,14.4,2.4,0.072,1.1,1.3,-0.8,0.6,-1.4,0.5,0.489,24.3,2000,1999-00
Randy Brown,31.0,CHI,PG,59.0,1625.0,7.3,-0.8,-0.024,-2.0,1.2,-4.8,-4.6,-0.2,-1.2,0.402,16.2,2000,1999-00
Hersey Hawkins,33.0,CHI,SG,61.0,1622.0,11.4,2.6,0.077,1.1,1.5,-1.3,-2.1,0.8,0.3,0.562,14.9,2000,1999-00
Sam Perkins,38.0,IND,PF,81.0,1620.0,12.1,3.5,0.103,1.9,1.6,0.6,0.6,0.1,1.1,0.555,15.3,2000,1999-00
Clarence Weatherspoon,29.0,MIA,PF,78.0,1615.0,16.2,5.1,0.152,2.2,2.9,1.2,0.0,1.2,1.3,0.566,17.3,2000,1999-00
Terry Porter,36.0,SAS,PG,68.0,1613.0,16.6,5.6,0.168,3.4,2.3,3.4,2.5,0.8,2.2,0.596,18.3,2000,1999-00
Michael Curry,31.0,DET,SG,82.0,1611.0,8.6,2.0,0.06,1.6,0.5,-4.0,-3.2,-0.8,-0.8,0.559,14.3,2000,1999-00
Greg Ostertag,26.0,UTA,C,81.0,1606.0,13.5,4.2,0.124,1.2,3.0,-0.3,-1.9,1.7,0.7,0.525,12.3,2000,1999-00
Troy Hudson,23.0,LAC,PG,62.0,1592.0,11.6,-0.2,-0.005,0.1,-0.2,-3.4,-0.9,-2.5,-0.6,0.468,19.2,2000,1999-00
Kelvin Cato,25.0,HOU,C,65.0,1581.0,15.9,4.2,0.128,2.3,2.0,-0.2,-1.2,0.9,0.7,0.574,15.7,2000,1999-00
Tariq Abdul-Wahad,25.0,2TM,SG,61.0,1578.0,13.6,2.2,0.068,0.4,1.8,-1.2,-1.2,-0.1,0.3,0.477,22.5,2000,1999-00
Tariq Abdul-Wahad,25.0,ORL,SG,46.0,1205.0,14.4,2.0,0.082,0.4,1.6,-0.8,-1.0,0.2,0.4,0.484,23.3,2000,1999-00
Tariq Abdul-Wahad,25.0,DEN,SG,15.0,373.0,10.8,0.2,0.023,0.0,0.2,-2.5,-1.7,-0.9,0.0,0.448,19.7,2000,1999-00
Rashard Lewis,20.0,SEA,SF,82.0,1575.0,16.5,4.1,0.125,2.4,1.7,0.6,0.7,0.0,1.0,0.543,19.6,2000,1999-00
