player_name,team,salary_usd,season_end_year,season_label
Kevin Garnett,Minnesota Timberwolves,19600000.0,2001,2000-01
Shaquille O'Neal,Los Angeles Lakers,19285000.0,2001,2000-01
Alonzo Mourning,Miami Heat,16879000.0,2001,2000-01
Juwan Howard,Dallas Mavericks,16875000.0,2001,2000-01
Hakeem Olajuwon,Houston Rockets,16685000.0,2001,2000-01
Karl Malone,Utah Jazz,15750000.0,2001,2000-01
Dikembe Mutombo,Philadelphia 76ers,14422000.0,2001,2000-01
Patrick Ewing,Seattle SuperSonics,14000000.0,2001,2000-01
David Robinson,San Antonio Spurs,13196000.0,2001,2000-01
Scottie Pippen,Portland Trail Blazers,13151000.0,2001,2000-01
Rasheed Wallace,Portland Trail Blazers,12600000.0,2001,2000-01
Larry Johnson,New York Knicks,12485000.0,2001,2000-01
Gary Payton,Seattle SuperSonics,12200000.0,2001,2000-01
Tim Hardaway,Miami Heat,12000000.0,2001,2000-01
Chris Webber,Sacramento Kings,12000000.0,2001,2000-01
Shawn Kemp,Portland Trail Blazers,11720000.0,2001,2000-01
Damon Stoudamire,Portland Trail Blazers,11250000.0,2001,2000-01
John Stockton,Utah Jazz,11000000.0,2001,2000-01
Antonio McDyess,Denver Nuggets,10800000.0,2001,2000-01
Reggie Miller,Indiana Pacers,10666000.0,2001,2000-01
Arvydas Sabonis,Portland Trail Blazers,10636000.0,2001,2000-01
Zydrunas Ilgauskas,Cleveland Cavaliers,10130000.0,2001,2000-01
Anfernee Hardaway,Phoenix Suns,10130000.0,2001,2000-01
Stephon Marbury,New Jersey Nets,10130000.0,2001,2000-01
Antoine Walker,Boston Celtics,10125000.0,2001,2000-01
Shareef Abdur-Rahim,Vancouver Grizzlies,10125000.0,2001,2000-01
Allen Iverson,Philadelphia 76ers,10125000.0,2001,2000-01
Latrell Sprewell,New York Knicks,10125000.0,2001,2000-01
Vin Baker,Seattle SuperSonics,10125000.0,2001,2000-01
Ray Allen,Milwaukee Bucks,10125000.0,2001,2000-01
Kobe Bryant,Los Angeles Lakers,10125000.0,2001,2000-01
Bryant Reeves,Vancouver Grizzlies,10110000.0,2001,2000-01
Tracy McGrady,Orlando Magic,9658000.0,2001,2000-01
Tim Duncan,San Antonio Spurs,9658000.0,2001,2000-01
Jalen Rose,Indiana Pacers,9658000.0,2001,2000-01
Grant Hill,Orlando Magic,9658000.0,2001,2000-01
Vlade Divac,Sacramento Kings,9641000.0,2001,2000-01
Tom Gugliotta,Phoenix Suns,9336000.0,2001,2000-01
Allan Houston,New York Knicks,9000000.0,2001,2000-01
Keith Van Horn,New Jersey Nets,9000000.0,2001,2000-01
Eddie Jones,Miami Heat,8960000.0,2001,2000-01
Brian Grant,Miami Heat,8897000.0,2001,2000-01
Tim Thomas,Milwaukee Bucks,8507000.0,2001,2000-01
Michael Finley,Dallas Mavericks,8400000.0,2001,2000-01
Shawn Bradley,Dallas Mavericks,8370000.0,2001,2000-01
Terrell Brandon,Minnesota Timberwolves,8325000.0,2001,2000-01
Nick Van Exel,Denver Nuggets,8184000.0,2001,2000-01
Glenn Robinson,Milwaukee Bucks,8120000.0,2001,2000-01
Steve Smith,Portland Trail Blazers,8100000.0,2001,2000-01
Elden Campbell,Charlotte Hornets,8050000.0,2001,2000-01
Derrick Coleman,Charlotte Hornets,8040000.0,2001,2000-01
Avery Johnson,San Antonio Spurs,8000000.0,2001,2000-01
Horace Grant,Los Angeles Lakers,7843000.0,2001,2000-01
Theo Ratliff,Philadelphia 76ers,7800000.0,2001,2000-01
Jason Kidd,Phoenix Suns,7630000.0,2001,2000-01
Glen Rice,New York Knicks,7578000.0,2001,2000-01
Kenny Anderson,Boston Celtics,7520000.0,2001,2000-01
Matt Geiger,Philadelphia 76ers,7515000.0,2001,2000-01
Tyrone Hill,Philadelphia 76ers,7415000.0,2001,2000-01
Toni Kukoc,Atlanta Hawks,7167000.0,2001,2000-01
Clifford Robinson,Phoenix Suns,6890000.0,2001,2000-01
Christian Laettner,Washington Wizards,6625000.0,2001,2000-01
Chris Dudley,Phoenix Suns,6200000.0,2001,2000-01
Jamal Mashburn,Charlotte Hornets,6200000.0,2001,2000-01
Dale Davis,Portland Trail Blazers,6175000.0,2001,2000-01
Alan Henderson,Atlanta Hawks,5909000.0,2001,2000-01
P.J. Brown,Charlotte Hornets,5764000.0,2001,2000-01
Luc Longley,New York Knicks,5750000.0,2001,2000-01
Marcus Camby,New York Knicks,5750000.0,2001,2000-01
Jermaine O'Neal,Indiana Pacers,5700000.0,2001,2000-01
Donyell Marshall,Utah Jazz,5630000.0,2001,2000-01
Bryant Stith,Boston Celtics,5620000.0,2001,2000-01
Erick Dampier,Golden State Warriors,5611000.0,2001,2000-01
Wesley Person,Cleveland Cavaliers,5600000.0,2001,2000-01
Anthony Mason,Miami Heat,5553000.0,2001,2000-01
Ron Mercer,Chicago Bulls,5515000.0,2001,2000-01
Isaac Austin,Vancouver Grizzlies,5500000.0,2001,2000-01
Antonio Davis,Toronto Raptors,5500000.0,2001,2000-01
Steve Nash,Dallas Mavericks,5500000.0,2001,2000-01
Derrick McKey,Indiana Pacers,5400000.0,2001,2000-01
Kelvin Cato,Houston Rockets,5400000.0,2001,2000-01
Jim Mcilvaine,New Jersey Nets,5400000.0,2001,2000-01
Sean Elliott,San Antonio Spurs,5333000.0,2001,2000-01
Robert Horry,Los Angeles Lakers,5300000.0,2001,2000-01
Austin Croshere,Indiana Pacers,5298000.0,2001,2000-01
Greg Ostertag,Utah Jazz,5200000.0,2001,2000-01
Jerry Stackhouse,Detroit Pistons,5000000.0,2001,2000-01
Charlie Ward,New York Knicks,5000000.0,2001,2000-01
Lorenzen Wright,Atlanta Hawks,4950000.0,2001,2000-01
Loy Vaught,Washington Wizards,4812000.0,2001,2000-01
Mookie Blaylock,Golden State Warriors,4800000.0,2001,2000-01
Chris Mills,Golden State Warriors,4800000.0,2001,2000-01
Chris Childs,Toronto Raptors,4680000.0,2001,2000-01
Bryon Russell,Utah Jazz,4570000.0,2001,2000-01
Bo Outlaw,Orlando Magic,4500000.0,2001,2000-01
Walt Williams,Houston Rockets,4500000.0,2001,2000-01
Tariq Abdul-Wahad,Denver Nuggets,4500000.0,2001,2000-01
Bob Sura,Golden State Warriors,4386000.0,2001,2000-01
Jason Caffey,Milwaukee Bucks,4375000.0,2001,2000-01
Robert Pack,Denver Nuggets,4320000.0,2001,2000-01
Brent Barry,Seattle SuperSonics,4320000.0,2001,2000-01
Vitaly Potapenko,Boston Celtics,4286000.0,2001,2000-01
Brevin Knight,Atlanta Hawks,4250000.0,2001,2000-01
Howard Eisley,Dallas Mavericks,4250000.0,2001,2000-01
Scott Williams,Milwaukee Bucks,4200000.0,2001,2000-01
Brad Miller,Chicago Bulls,4000000.0,2001,2000-01
Duane Causwell,Miami Heat,4000000.0,2001,2000-01
Ben Wallace,Detroit Pistons,4000000.0,2001,2000-01
Dan Majerle,Miami Heat,4000000.0,2001,2000-01
Corliss Williamson,Detroit Pistons,3997000.0,2001,2000-01
Cedric Ceballos,Miami Heat,3937000.0,2001,2000-01
Jahidi White,Washington Wizards,3922000.0,2001,2000-01
Cuttino Mobley,Houston Rockets,3922000.0,2001,2000-01
Scot Pollard,Sacramento Kings,3922000.0,2001,2000-01
Rashard Lewis,Seattle SuperSonics,3920000.0,2001,2000-01
Eric Williams,Boston Celtics,3892000.0,2001,2000-01
Voshon Lenard,Denver Nuggets,3780000.0,2001,2000-01
Dana Barros,Detroit Pistons,3700000.0,2001,2000-01
Michael Olowokandi,Los Angeles Clippers,3697000.0,2001,2000-01
Kurt Thomas,New York Knicks,3680000.0,2001,2000-01
Elton Brand,Chicago Bulls,3629000.0,2001,2000-01
Adonal Foyle,Golden State Warriors,3578000.0,2001,2000-01
Mark Jackson,New York Knicks,3565000.0,2001,2000-01
Kenyon Martin,New Jersey Nets,3536000.0,2001,2000-01
Michael Stewart,Toronto Raptors,3520000.0,2001,2000-01
Derek Strong,Los Angeles Clippers,3510000.0,2001,2000-01
Greg Anthony,Portland Trail Blazers,3500000.0,2001,2000-01
Sam Cassell,Milwaukee Bucks,3500000.0,2001,2000-01
Rick Fox,Los Angeles Lakers,3412000.0,2001,2000-01
Adam Keefe,Golden State Warriors,3390000.0,2001,2000-01
Lamond Murray,Cleveland Cavaliers,3375000.0,2001,2000-01
Eric Snow,Philadelphia 76ers,3375000.0,2001,2000-01
Ervin Johnson,Milwaukee Bucks,3310000.0,2001,2000-01
Mike Bibby,Vancouver Grizzlies,3308000.0,2001,2000-01
Jud Buechler,Detroit Pistons,3259000.0,2001,2000-01
Travis Best,Indiana Pacers,3250000.0,2001,2000-01
Steve Francis,Houston Rockets,3246000.0,2001,2000-01
Tony Battie,Boston Celtics,3200000.0,2001,2000-01
Travis Knight,New York Knicks,3200000.0,2001,2000-01
Stromile Swift,Vancouver Grizzlies,3164000.0,2001,2000-01
Doug Christie,Sacramento Kings,3132000.0,2001,2000-01
Darrell Armstrong,Orlando Magic,3100000.0,2001,2000-01
Tracy Murray,Toronto Raptors,3060000.0,2001,2000-01
Derek Fisher,Los Angeles Lakers,3000000.0,2001,2000-01
Eric Piatkowski,Los Angeles Clippers,3000000.0,2001,2000-01
Chucky Atkins,Detroit Pistons,3000000.0,2001,2000-01
Tyrone Nesby,Washington Wizards,2990000.0,2001,2000-01
Raef LaFrentz,Denver Nuggets,2970000.0,2001,2000-01
Baron Davis,Charlotte Hornets,2916000.0,2001,2000-01
Brent Price,Vancouver Grizzlies,2880000.0,2001,2000-01
David Wesley,Charlotte Hornets,2880000.0,2001,2000-01
Dean Garrett,Minnesota Timberwolves,2880000.0,2001,2000-01
Mikki Moore,Detroit Pistons,2848000.0,2001,2000-01
Darius Miles,Los Angeles Clippers,2841000.0,2001,2000-01
Popeye Jones,Washington Wizards,2815000.0,2001,2000-01
Antonio Daniels,San Antonio Spurs,2814000.0,2001,2000-01
Walter McCarty,Boston Celtics,2812000.0,2001,2000-01
Jerome Williams,Toronto Raptors,2750000.0,2001,2000-01
Anthony Peeler,Minnesota Timberwolves,2737000.0,2001,2000-01
Jon Barry,Sacramento Kings,2727000.0,2001,2000-01
Cedric Henderson,Cleveland Cavaliers,2700000.0,2001,2000-01
Kevin Willis,Denver Nuggets,2700000.0,2001,2000-01
Lawrence Funderburke,Sacramento Kings,2700000.0,2001,2000-01
Antawn Jamison,Golden State Warriors,2678000.0,2001,2000-01
Lindsey Hunter,Milwaukee Bucks,2650000.0,2001,2000-01
Lamar Odom,Los Angeles Clippers,2628000.0,2001,2000-01
Malik Rose,San Antonio Spurs,2570000.0,2001,2000-01
Marcus Fizer,Chicago Bulls,2562000.0,2001,2000-01
Dragan Tarlac,Chicago Bulls,2500000.0,2001,2000-01
Vince Carter,Toronto Raptors,2425000.0,2001,2000-01
Jonathan Bender,Indiana Pacers,2380000.0,2001,2000-01
Chris Whitney,Washington Wizards,2370000.0,2001,2000-01
Mike Miller,Orlando Magic,2320000.0,2001,2000-01
Othella Harrington,New York Knicks,2250000.0,2001,2000-01
Derek Anderson,San Antonio Spurs,2250000.0,2001,2000-01
John Starks,Utah Jazz,2250000.0,2001,2000-01
Will Perdue,Portland Trail Blazers,2250000.0,2001,2000-01
Randy Brown,Boston Celtics,2250000.0,2001,2000-01
Brian Shaw,Los Angeles Lakers,2250000.0,2001,2000-01
A.C. Green,Miami Heat,2250000.0,2001,2000-01
Bimbo Coles,Cleveland Cavaliers,2250000.0,2001,2000-01
Joe Smith,Detroit Pistons,2250000.0,2001,2000-01
Aaron Williams,New Jersey Nets,2250000.0,2001,2000-01
Sam Perkins,Indiana Pacers,2250000.0,2001,2000-01
Rod Strickland,Portland Trail Blazers,2250000.0,2001,2000-01
Tony Delk,Phoenix Suns,2250000.0,2001,2000-01
Chauncey Billups,Minnesota Timberwolves,2250000.0,2001,2000-01
Bobby Jackson,Sacramento Kings,2250000.0,2001,2000-01
Chris Crawford,Atlanta Hawks,2250000.0,2001,2000-01
Eric Montross,Toronto Raptors,2240000.0,2001,2000-01
Robert Traylor,Cleveland Cavaliers,2203000.0,2001,2000-01
Steve Kerr,San Antonio Spurs,2200000.0,2001,2000-01
Detlef Schrempf,Portland Trail Blazers,2200000.0,2001,2000-01
Rodney Rogers,Phoenix Suns,2200000.0,2001,2000-01
Jamie Feick,New Jersey Nets,2200000.0,2001,2000-01
Jamal Crawford,Chicago Bulls,2200000.0,2001,2000-01
John Wallace,Detroit Pistons,2200000.0,2001,2000-01
Terry Porter,San Antonio Spurs,2200000.0,2001,2000-01
Shandon Anderson,Houston Rockets,2200000.0,2001,2000-01
Ron Harper,Los Angeles Lakers,2200000.0,2001,2000-01
Olden Polynice,Utah Jazz,2200000.0,2001,2000-01
Carlos Rogers,Houston Rockets,2200000.0,2001,2000-01
Calbert Cheaney,Denver Nuggets,2200000.0,2001,2000-01
Michael Curry,Detroit Pistons,2200000.0,2001,2000-01
George McCloud,Denver Nuggets,2200000.0,2001,2000-01
Otis Thorpe,Charlotte Hornets,2200000.0,2001,2000-01
George Lynch,Philadelphia 76ers,2200000.0,2001,2000-01
Grant Long,Vancouver Grizzlies,2200000.0,2001,2000-01
Wally Szczerbiak,Minnesota Timberwolves,2162000.0,2001,2000-01
Sean Rooks,Los Angeles Clippers,2160000.0,2001,2000-01
Lucious Harris,New Jersey Nets,2160000.0,2001,2000-01
DerMarr Johnson,Atlanta Hawks,2107000.0,2001,2000-01
Sam Mitchell,Minnesota Timberwolves,2100000.0,2001,2000-01
Alvin Williams,Toronto Raptors,2100000.0,2001,2000-01
Vinny Del Negro,Phoenix Suns,2100000.0,2001,2000-01
Clarence Weatherspoon,Cleveland Cavaliers,2100000.0,2001,2000-01
Cherokee Parks,Los Angeles Clippers,2100000.0,2001,2000-01
Jason Williams,Sacramento Kings,2011000.0,2001,2000-01
Dell Curry,Toronto Raptors,2000000.0,2001,2000-01
Richard Hamilton,Washington Wizards,1973000.0,2001,2000-01
Chris Mihm,Cleveland Cavaliers,1923000.0,2001,2000-01
Andrew DeClercq,Orlando Magic,1920000.0,2001,2000-01
Larry Hughes,Golden State Warriors,1842000.0,2001,2000-01
Aaron McKie,Philadelphia 76ers,1820000.0,2001,2000-01
Andre Miller,Cleveland Cavaliers,1808000.0,2001,2000-01
Greg Foster,Los Angeles Lakers,1764000.0,2001,2000-01
Tyrone Bogues,New York Knicks,1740000.0,2001,2000-01
Darvin Ham,Milwaukee Bucks,1700000.0,2001,2000-01
Dirk Nowitzki,Dallas Mavericks,1693000.0,2001,2000-01
Shawn Marion,Phoenix Suns,1662000.0,2001,2000-01
Joel Przybilla,Milwaukee Bucks,1619000.0,2001,2000-01
Paul Pierce,Boston Celtics,1608000.0,2001,2000-01
Jason Terry,Atlanta Hawks,1579000.0,2001,2000-01
Keyon Dooling,Los Angeles Clippers,1538000.0,2001,2000-01
Bonzi Wells,Portland Trail Blazers,1528000.0,2001,2000-01
Jacque Vaughn,Utah Jazz,1500000.0,2001,2000-01
Trajan Langdon,Cleveland Cavaliers,1500000.0,2001,2000-01
Matt Bullard,Houston Rockets,1481000.0,2001,2000-01
Jerome Moiso,Boston Celtics,1461000.0,2001,2000-01
Aleksandar Radojevic,Denver Nuggets,1425000.0,2001,2000-01
Johnny Newman,New Jersey Nets,1400000.0,2001,2000-01
Keon Clark,Toronto Raptors,1379000.0,2001,2000-01
Tony Massenburg,Vancouver Grizzlies,1360000.0,2001,2000-01
Corey Maggette,Los Angeles Clippers,1353000.0,2001,2000-01
Corie Blount,Golden State Warriors,1320000.0,2001,2000-01
Courtney Alexander,Washington Wizards,1319000.0,2001,2000-01
Michael Dickerson,Vancouver Grizzlies,1310000.0,2001,2000-01
Peja Stojakovic,Sacramento Kings,1310000.0,2001,2000-01
William Avery,Minnesota Timberwolves,1286000.0,2001,2000-01
Mateen Cleaves,Detroit Pistons,1253000.0,2001,2000-01
Matt Harpring,Cleveland Cavaliers,1244000.0,2001,2000-01
Zan Tabak,Indiana Pacers,1210000.0,2001,2000-01
Danny Ferry,San Antonio Spurs,1200000.0,2001,2000-01
Anthony Johnson,Cleveland Cavaliers,1200000.0,2001,2000-01
LaPhonso Ellis,Minnesota Timberwolves,1200000.0,2001,2000-01
Eldridge Recasner,Charlotte Hornets,1200000.0,2001,2000-01
Danny Manning,Utah Jazz,1200000.0,2001,2000-01
Anthony Carter,Miami Heat,1200000.0,2001,2000-01
Hersey Hawkins,Charlotte Hornets,1200000.0,2001,2000-01
Jason Collier,Houston Rockets,1190000.0,2001,2000-01
Metta World Peace,Chicago Bulls,1160000.0,2001,2000-01
Hedo Turkoglu,Sacramento Kings,1131000.0,2001,2000-01
Tom Hammonds,Minnesota Timberwolves,1130000.0,2001,2000-01
Rasho Nesterovic,Minnesota Timberwolves,1123000.0,2001,2000-01
Cal Bowdler,Atlanta Hawks,1102000.0,2001,2000-01
Greg Buckner,Dallas Mavericks,1100000.0,2001,2000-01
Desmond Mason,Seattle SuperSonics,1074000.0,2001,2000-01
James Posey,Denver Nuggets,1047000.0,2001,2000-01
Quentin Richardson,Los Angeles Clippers,1020000.0,2001,2000-01
Pat Garrity,Orlando Magic,1019000.0,2001,2000-01
Quincy Lewis,Utah Jazz,1000000.0,2001,2000-01
Ruben Patterson,Seattle SuperSonics,990000.0,2001,2000-01
Roshown McLeod,Philadelphia 76ers,978000.0,2001,2000-01
Jamaal Magloire,Charlotte Hornets,975000.0,2001,2000-01
Dion Glover,Atlanta Hawks,960000.0,2001,2000-01
Ricky Davis,Miami Heat,939000.0,2001,2000-01
Jeff Foster,Indiana Pacers,922000.0,2001,2000-01
Brian Skinner,Los Angeles Clippers,901000.0,2001,2000-01
Morris Peterson,Toronto Raptors,898000.0,2001,2000-01
Kenny Thomas,Houston Rockets,885000.0,2001,2000-01
Fred Hoiberg,Chicago Bulls,880000.0,2001,2000-01
Tyronn Lue,Los Angeles Lakers,865000.0,2001,2000-01
Devean George,Los Angeles Lakers,849000.0,2001,2000-01
Felipe Lopez,Minnesota Timberwolves,831000.0,2001,2000-01
DeShawn Stevenson,Utah Jazz,828000.0,2001,2000-01
John Crotty,Utah Jazz,800000.0,2001,2000-01
Don Maclean,Miami Heat,798000.0,2001,2000-01
Al Harrington,Indiana Pacers,797000.0,2001,2000-01
Dalibor Bagaric,Chicago Bulls,795000.0,2001,2000-01
Tim James,Charlotte Hornets,783000.0,2001,2000-01
Jake Tsakalidis,Phoenix Suns,763000.0,2001,2000-01
Vonteego Cummings,Golden State Warriors,757000.0,2001,2000-01
Hubert Davis,Washington Wizards,752000.0,2001,2000-01
Corey Benjamin,Chicago Bulls,744000.0,2001,2000-01
Nazr Mohammed,Atlanta Hawks,739000.0,2001,2000-01
Jumaine Jones,Philadelphia 76ers,735000.0,2001,2000-01
Bruce Bowen,Miami Heat,733000.0,2001,2000-01
Scott Padgett,Utah Jazz,730000.0,2001,2000-01
Damon Jones,Vancouver Grizzlies,714000.0,2001,2000-01
Erick Barkley,Portland Trail Blazers,712000.0,2001,2000-01
Mark Madsen,Los Angeles Lakers,707000.0,2001,2000-01
Darrick Martin,Sacramento Kings,673000.0,2001,2000-01
Emanual Davis,Seattle SuperSonics,611000.0,2001,2000-01
Eddie Robinson,Charlotte Hornets,600000.0,2001,2000-01
John Amaechi,Orlando Magic,598000.0,2001,2000-01
Shammond Williams,Seattle SuperSonics,550000.0,2001,2000-01
Kevin Edwards,Vancouver Grizzlies,548000.0,2001,2000-01
Mahmoud Abdul-Rauf,Vancouver Grizzlies,548000.0,2001,2000-01
David Benoit,Utah Jazz,548000.0,2001,2000-01
David Wingate,Seattle SuperSonics,548000.0,2001,2000-01
Mario Elie,Phoenix Suns,548000.0,2001,2000-01
Felton Spencer,New York Knicks,548000.0,2001,2000-01
Don Reid,Orlando Magic,548000.0,2001,2000-01
Monty Williams,Orlando Magic,548000.0,2001,2000-01
Shawnelle Scott,San Antonio Spurs,548000.0,2001,2000-01
Terry Davis,Denver Nuggets,548000.0,2001,2000-01
Stacey Augmon,Portland Trail Blazers,548000.0,2001,2000-01
Dee Brown,Orlando Magic,548000.0,2001,2000-01
Matt Maloney,Atlanta Hawks,548000.0,2001,2000-01
Antonio Harvey,Portland Trail Blazers,548000.0,2001,2000-01
Jeff McInnis,Los Angeles Clippers,523000.0,2001,2000-01
Tyus Edney,Indiana Pacers,523000.0,2001,2000-01
Troy Hudson,Orlando Magic,523000.0,2001,2000-01
Moochie Norris,Houston Rockets,523000.0,2001,2000-01
Ryan Bowen,Denver Nuggets,508000.0,2001,2000-01
Laron Profit,Washington Wizards,508000.0,2001,2000-01
Rick Brunson,New York Knicks,507000.0,2001,2000-01
Bruno Sundov,Indiana Pacers,498000.0,2001,2000-01
Kornel David,Detroit Pistons,498000.0,2001,2000-01
Mark Pope,Milwaukee Bucks,498000.0,2001,2000-01
Adrian Griffin,Boston Celtics,498000.0,2001,2000-01
Mark Bryant,Dallas Mavericks,458000.0,2001,2000-01
Calvin Booth,Dallas Mavericks,423000.0,2001,2000-01
Todd MacCulloch,Philadelphia 76ers,423000.0,2001,2000-01
Mark Blount,Boston Celtics,423000.0,2001,2000-01
Rafer Alston,Milwaukee Bucks,423000.0,2001,2000-01
Evan Eschmeyer,New Jersey Nets,423000.0,2001,2000-01
Chris Herren,Boston Celtics,423000.0,2001,2000-01
Elliot Perry,Phoenix Suns,390000.0,2001,2000-01
Kevin Ollie,Philadelphia 76ers,363000.0,2001,2000-01
Milt Palacio,Boston Celtics,326000.0,2001,2000-01
Eduardo Najera,Dallas Mavericks,316000.0,2001,2000-01
Mike Smith,Washington Wizards,316000.0,2001,2000-01
Michael Redd,Milwaukee Bucks,316000.0,2001,2000-01
Zendon Hamilton,Los Angeles Clippers,316000.0,2001,2000-01
Jason Hart,Milwaukee Bucks,316000.0,2001,2000-01
Daniel Santiago,Phoenix Suns,316000.0,2001,2000-01
Dan Langhi,Houston Rockets,316000.0,2001,2000-01
Eddie House,Miami Heat,316000.0,2001,2000-01
Soumaila Samake,New Jersey Nets,316000.0,2001,2000-01
Jake Voskuhl,Chicago Bulls,316000.0,2001,2000-01
Stephen Jackson,New Jersey Nets,316000.0,2001,2000-01
Chris Porter,Golden State Warriors,316000.0,2001,2000-01
Paul McPherson,Golden State Warriors,316000.0,2001,2000-01
A.J. Guyton,Chicago Bulls,316000.0,2001,2000-01
Brian Cardinal,Detroit Pistons,316000.0,2001,2000-01
Marc Jackson,Golden State Warriors,316000.0,2001,2000-01
Ruben Wolkowyski,Seattle SuperSonics,316000.0,2001,2000-01
Olumide Oyedeji,Seattle SuperSonics,316000.0,2001,2000-01
Hanno Mottola,Atlanta Hawks,316000.0,2001,2000-01
Rodney Buford,Philadelphia 76ers,288000.0,2001,2000-01
Anthony Goldwire,Denver Nuggets,243000.0,2001,2000-01
Chucky Brown,Cleveland Cavaliers,241000.0,2001,2000-01
Vernon Maxwell,Dallas Mavericks,161000.0,2001,2000-01
Doug Overton,New Jersey Nets,90000.0,2001,2000-01
Sean Colson,Houston Rockets,83000.0,2001,2000-01
David Vanterpool,Washington Wizards,80000.0,2001,2000-01
Steve Goodrich,Chicago Bulls,37000.0,2001,2000-01
Eddie Gill,New Jersey Nets,34000.0,2001,2000-01
Chris Garner,Golden State Warriors,32000.0,2001,2000-01
Scott Burrell,Charlotte Hornets,29000.0,2001,2000-01
Dan Mcclintock,Denver Nuggets,26000.0,2001,2000-01
Raja Bell,Philadelphia 76ers,24000.0,2001,2000-01
Jamel Thomas,New Jersey Nets,24000.0,2001,2000-01
Kevin Garnett,Minnesota Timberwolves,22400000.0,2002,2001-02
Shaquille O'Neal,Los Angeles Lakers,21428000.0,2002,2001-02
Alonzo Mourning,Miami Heat,18756000.0,2002,2001-02
Juwan Howard,Denver Nuggets,18750000.0,2002,2001-02
Scottie Pippen,Portland Trail Blazers,18083000.0,2002,2001-02
Karl Malone,Utah Jazz,17500000.0,2002,2001-02
Rasheed Wallace,Portland Trail Blazers,14400000.0,2002,2001-02
Dikembe Mutombo,Philadelphia 76ers,14315000.0,2002,2001-02
Gary Payton,Seattle SuperSonics,12926000.0,2002,2001-02
Shawn Kemp,Portland Trail Blazers,12770000.0,2002,2001-02
Chris Webber,Sacramento Kings,12750000.0,2002,2001-02
Damon Stoudamire,Portland Trail Blazers,12375000.0,2002,2001-02
Reggie Miller,Indiana Pacers,12045000.0,2002,2001-02
Antonio McDyess,Denver Nuggets,11700000.0,2002,2001-02
Antoine Walker,Boston Celtics,11250000.0,2002,2001-02
Shareef Abdur-Rahim,Atlanta Hawks,11250000.0,2002,2001-02
Allen Iverson,Philadelphia 76ers,11250000.0,2002,2001-02
Latrell Sprewell,New York Knicks,11250000.0,2002,2001-02
Vin Baker,Seattle SuperSonics,11250000.0,2002,2001-02
Zydrunas Ilgauskas,Cleveland Cavaliers,11250000.0,2002,2001-02
Anfernee Hardaway,Phoenix Suns,11250000.0,2002,2001-02
Ray Allen,Milwaukee Bucks,11250000.0,2002,2001-02
Kobe Bryant,Los Angeles Lakers,11250000.0,2002,2001-02
Stephon Marbury,Phoenix Suns,11250000.0,2002,2001-02
Antonio Davis,Toronto Raptors,11000000.0,2002,2001-02
Tracy McGrady,Orlando Magic,10865000.0,2002,2001-02
Tim Duncan,San Antonio Spurs,10865000.0,2002,2001-02
Jalen Rose,Chicago Bulls,10865000.0,2002,2001-02
Keith Van Horn,New Jersey Nets,10865000.0,2002,2001-02
Grant Hill,Orlando Magic,10865000.0,2002,2001-02
Michael Finley,Dallas Mavericks,10625000.0,2002,2001-02
Vlade Divac,Sacramento Kings,10444000.0,2002,2001-02
Tom Gugliotta,Phoenix Suns,10113000.0,2002,2001-02
Eddie Jones,Miami Heat,10080000.0,2002,2001-02
Brian Grant,Miami Heat,10009000.0,2002,2001-02
Allan Houston,New York Knicks,10000000.0,2002,2001-02
Tim Thomas,Milwaukee Bucks,9675000.0,2002,2001-02
David Robinson,San Antonio Spurs,9500000.0,2002,2001-02
Terrell Brandon,Minnesota Timberwolves,9250000.0,2002,2001-02
Nick Van Exel,Dallas Mavericks,9093000.0,2002,2001-02
Steve Smith,San Antonio Spurs,9000000.0,2002,2001-02
Glenn Robinson,Milwaukee Bucks,8990000.0,2002,2001-02
Glen Rice,Houston Rockets,8800000.0,2002,2001-02
Derrick Coleman,Philadelphia 76ers,8710000.0,2002,2001-02
Theo Ratliff,Atlanta Hawks,8593000.0,2002,2001-02
Jason Kidd,New Jersey Nets,8440000.0,2002,2001-02
Kenny Anderson,Boston Celtics,8350000.0,2002,2001-02
Matt Geiger,Philadelphia 76ers,8142000.0,2002,2001-02
Toni Kukoc,Atlanta Hawks,8050000.0,2002,2001-02
John Stockton,Utah Jazz,8000000.0,2002,2001-02
Elden Campbell,Charlotte Hornets,7975000.0,2002,2001-02
Clifford Robinson,Detroit Pistons,7656000.0,2002,2001-02
Kerry Kittles,New Jersey Nets,7167000.0,2002,2001-02
Dale Davis,Portland Trail Blazers,7010000.0,2002,2001-02
Jamal Mashburn,Charlotte Hornets,6975000.0,2002,2001-02
Greg Ostertag,Utah Jazz,6933000.0,2002,2001-02
Tyrone Hill,Cleveland Cavaliers,6600000.0,2002,2001-02
Bo Outlaw,Phoenix Suns,6555000.0,2002,2001-02
Charles Oakley,Chicago Bulls,6545000.0,2002,2001-02
Donyell Marshall,Utah Jazz,6510000.0,2002,2001-02
Alan Henderson,Atlanta Hawks,6500000.0,2002,2001-02
Derek Anderson,Portland Trail Blazers,6495000.0,2002,2001-02
P.J. Brown,Charlotte Hornets,6404000.0,2002,2001-02
Jermaine O'Neal,Indiana Pacers,6325000.0,2002,2001-02
Austin Croshere,Indiana Pacers,6310000.0,2002,2001-02
Wesley Person,Cleveland Cavaliers,6300000.0,2002,2001-02
