player_name,team,salary_usd,season_end_year,season_label
Josh McRoberts,Indiana Pacers,711517.0,2009,2008-09
Dee Brown,Phoenix Suns,711517.0,2009,2008-09
Anthony Tolliver,San Antonio Spurs,711517.0,2009,2008-09
D.J. Strawberry,Phoenix Suns,711517.0,2009,2008-09
Gabe Pruitt,Boston Celtics,711517.0,2009,2008-09
Stephane Lasme,Golden State Warriors,711517.0,2009,2008-09
Will Bynum,Detroit Pistons,711517.0,2009,2008-09
Mario Chalmers,Miami Heat,700000.0,2009,2008-09
Dwayne Jones II,Charlotte Bobcats,670906.0,2009,2008-09
Blake Ahearn,San Antonio Spurs,631995.0,2009,2008-09
Antonio McDyess,Detroit Pistons,600532.0,2009,2008-09
Jeremy Richardson,Orlando Magic,591148.0,2009,2008-09
Juwan Howard,Charlotte Bobcats,586457.0,2009,2008-09
Jake Voskuhl,Toronto Raptors,577073.0,2009,2008-09
DeAndre Jordan,LA Clippers,550000.0,2009,2008-09
Henry Walker,Boston Celtics,542114.0,2009,2008-09
Dikembe Mutombo,Houston Rockets,502007.0,2009,2008-09
Mike Taylor,LA Clippers,500000.0,2009,2008-09
Fred Jones,LA Clippers,459782.0,2009,2008-09
Darius Miles,Memphis Grizzlies,450399.0,2009,2008-09
Darnell Jackson,Cleveland Cavaliers,450000.0,2009,2008-09
Taj McCullough,null Unknown,442114.0,2009,2008-09
Brandon Heath,Sacramento Kings,442114.0,2009,2008-09
Joe Crawford,New York Knicks,442114.0,2009,2008-09
Steven Hill,Oklahoma City Thunder,442114.0,2009,2008-09
Anthony Morrow,Golden State Warriors,442114.0,2009,2008-09
Sonny Weems,Denver Nuggets,442114.0,2009,2008-09
Sean Singletary,Charlotte Bobcats,442114.0,2009,2008-09
Sun Yue,Los Angeles Lakers,442114.0,2009,2008-09
Nathan Jawai,Toronto Raptors,442114.0,2009,2008-09
Walter Sharpe,Detroit Pistons,442114.0,2009,2008-09
Jason Richards,null Unknown,442114.0,2009,2008-09
David Padgett,null Unknown,442114.0,2009,2008-09
C.J. Giles,null Unknown,442114.0,2009,2008-09
Dwayne Mitchell,null Unknown,442114.0,2009,2008-09
Bobby Brown,Minnesota Timberwolves,442114.0,2009,2008-09
Dion Dowell,null Unknown,442114.0,2009,2008-09
Richard Hendrix,null Unknown,442114.0,2009,2008-09
DeMarcus Nelson,Golden State Warriors,442114.0,2009,2008-09
Patrick Ewing Jr.,New Orleans Pelicans,442114.0,2009,2008-09
Chris Douglas-Roberts,New Jersey Nets,442114.0,2009,2008-09
Rob Kurz,Golden State Warriors,442114.0,2009,2008-09
Othello Hunter,Atlanta Hawks,442114.0,2009,2008-09
Jamaal Tatum,null Unknown,442114.0,2009,2008-09
Jermareo Davidson,Golden State Warriors,422725.0,2009,2008-09
Malik Hairston,San Antonio Spurs,299077.0,2009,2008-09
Stromile Swift,Phoenix Suns,201741.0,2009,2008-09
James White,Houston Rockets,184157.0,2009,2008-09
Dontell Jefferson,Charlotte Bobcats,93624.0,2009,2008-09
Cartier Martin,Charlotte Bobcats,52014.0,2009,2008-09
Trey Johnson,Cleveland Cavaliers,46917.0,2009,2008-09
Eddie Gill,Milwaukee Bucks,46917.0,2009,2008-09
Kobe Bryant,Los Angeles Lakers,23034375.0,2010,2009-10
Jermaine O'Neal,Miami Heat,23016000.0,2010,2009-10
Tracy McGrady,New York Knicks,22843124.0,2010,2009-10
Tim Duncan,San Antonio Spurs,22183220.0,2010,2009-10
Shaquille O'Neal,Cleveland Cavaliers,21000000.0,2010,2009-10
Dirk Nowitzki,Dallas Mavericks,19795714.0,2010,2009-10
Paul Pierce,Boston Celtics,19795712.0,2010,2009-10
Ray Allen,Boston Celtics,18776860.0,2010,2009-10
Rashard Lewis,Orlando Magic,18010791.0,2010,2009-10
Michael Redd,Milwaukee Bucks,17040000.0,2010,2009-10
Pau Gasol,Los Angeles Lakers,16452000.0,2010,2009-10
Andrei Kirilenko,Utah Jazz,16452000.0,2010,2009-10
Kevin Garnett,Boston Celtics,16417044.0,2010,2009-10
Amar'e Stoudemire,Phoenix Suns,16378325.0,2010,2009-10
Yao Ming,Houston Rockets,16378325.0,2010,2009-10
Gilbert Arenas,Washington Wizards,16192080.0,2010,2009-10
Vince Carter,Orlando Magic,16123250.0,2010,2009-10
Zach Randolph,Memphis Grizzlies,16000000.0,2010,2009-10
Kenyon Martin,Denver Nuggets,15852511.0,2010,2009-10
Dwyane Wade,Miami Heat,15779912.0,2010,2009-10
Chris Bosh,Toronto Raptors,15779912.0,2010,2009-10
Carmelo Anthony,Denver Nuggets,15779912.0,2010,2009-10
LeBron James,Cleveland Cavaliers,15779912.0,2010,2009-10
Dwight Howard,Orlando Magic,15202590.0,2010,2009-10
Joe Johnson,Atlanta Hawks,14976754.0,2010,2009-10
Elton Brand,Philadelphia 76ers,14858472.0,2010,2009-10
Richard Jefferson,San Antonio Spurs,14200000.0,2010,2009-10
Chris Paul,New Orleans Hornets,13520500.0,2010,2009-10
Deron Williams,Utah Jazz,13520500.0,2010,2009-10
Peja Stojakovic,New Orleans Hornets,13392000.0,2010,2009-10
Jason Richardson,Phoenix Suns,13333332.0,2010,2009-10
Steve Nash,Phoenix Suns,13125000.0,2010,2009-10
Tony Parker,San Antonio Spurs,12600000.0,2010,2009-10
Andrew Bynum,Los Angeles Lakers,12500000.0,2010,2009-10
Carlos Boozer,Utah Jazz,12323900.0,2010,2009-10
Brad Miller,Chicago Bulls,12250000.0,2010,2009-10
Andre Iguodala,Philadelphia 76ers,12200000.0,2010,2009-10
Erick Dampier,Dallas Mavericks,12115500.0,2010,2009-10
Baron Davis,LA Clippers,12100000.0,2010,2009-10
Chauncey Billups,Denver Nuggets,12100000.0,2010,2009-10
Samuel Dalembert,Philadelphia 76ers,12025694.0,2010,2009-10
Al Jefferson,Minnesota Timberwolves,12000000.0,2010,2009-10
Tyson Chandler,Charlotte Bobcats,11700000.0,2010,2009-10
Antawn Jamison,Cleveland Cavaliers,11641095.0,2010,2009-10
Richard Hamilton,Detroit Pistons,11375000.0,2010,2009-10
Bobby Simmons,New Jersey Nets,11242666.0,2010,2009-10
Troy Murphy,Indiana Pacers,11047619.0,2010,2009-10
Monta Ellis,Golden State Warriors,11000000.0,2010,2009-10
Josh Howard,Washington Wizards,10890000.0,2010,2009-10
Josh Smith,Atlanta Hawks,10800000.0,2010,2009-10
Emeka Okafor,New Orleans Hornets,10797500.0,2010,2009-10
Manu Ginobili,San Antonio Spurs,10728130.0,2010,2009-10
Nene Hilario,Denver Nuggets,10520000.0,2010,2009-10
Eddy Curry,New York Knicks,10500423.0,2010,2009-10
Chris Kaman,LA Clippers,10400000.0,2010,2009-10
Luol Deng,Chicago Bulls,10365000.0,2010,2009-10
Tayshaun Prince,Detroit Pistons,10324380.0,2010,2009-10
Danny Granger,Indiana Pacers,10130500.0,2010,2009-10
Al Harrington,New York Knicks,10026875.0,2010,2009-10
Andrew Bogut,Milwaukee Bucks,10000000.0,2010,2009-10
Ben Gordon,Detroit Pistons,10000000.0,2010,2009-10
Mike Dunleavy,Indiana Pacers,9780992.0,2010,2009-10
Caron Butler,Dallas Mavericks,9780970.0,2010,2009-10
Mike Miller,Washington Wizards,9780937.0,2010,2009-10
Kevin Martin,Houston Rockets,9680170.0,2010,2009-10
Gerald Wallace,Charlotte Bobcats,9500000.0,2010,2009-10
Cuttino Mobley,LA Clippers,9500000.0,2010,2009-10
Kirk Hinrich,Chicago Bulls,9500000.0,2010,2009-10
Jamal Crawford,Atlanta Hawks,9360000.0,2010,2009-10
Marcus Camby,Portland Trail Blazers,9150000.0,2010,2009-10
Jason Terry,Dallas Mavericks,9075000.0,2010,2009-10
David West,New Orleans Hornets,9075000.0,2010,2009-10
Andris Biedrins,Golden State Warriors,9000000.0,2010,2009-10
Boris Diaw,Charlotte Bobcats,9000000.0,2010,2009-10
Mehmet Okur,Utah Jazz,9000000.0,2010,2009-10
Hedo Turkoglu,Toronto Raptors,9000000.0,2010,2009-10
Corey Maggette,Golden State Warriors,8937931.0,2010,2009-10
Mo Williams,Cleveland Cavaliers,8860000.0,2010,2009-10
Kenny Thomas,Sacramento Kings,8775000.0,2010,2009-10
Quentin Richardson,Miami Heat,8700000.0,2010,2009-10
T.J. Ford,Indiana Pacers,8500000.0,2010,2009-10
Devin Harris,New Jersey Nets,8400000.0,2010,2009-10
Jose Calderon,Toronto Raptors,8219009.0,2010,2009-10
Jason Kidd,Dallas Mavericks,8100000.0,2010,2009-10
Jameer Nelson,Orlando Magic,8100000.0,2010,2009-10
Mark Blount,Miami Heat,7967375.0,2010,2009-10
Etan Thomas,Oklahoma City Thunder,7906088.0,2010,2009-10
Paul Millsap,Utah Jazz,7692932.0,2010,2009-10
Stephen Jackson,Charlotte Bobcats,7650000.0,2010,2009-10
Darko Milicic,Minnesota Timberwolves,7540000.0,2010,2009-10
Andres Nocioni,Sacramento Kings,7500000.0,2010,2009-10
Lamar Odom,Los Angeles Lakers,7500000.0,2010,2009-10
Marvin Williams,Atlanta Hawks,7500000.0,2010,2009-10
Marko Jaric,Brooklyn Nets,7100000.0,2010,2009-10
Udonis Haslem,Miami Heat,7100000.0,2010,2009-10
David Lee,New York Knicks,7000000.0,2010,2009-10
Shane Battier,Houston Rockets,6939200.0,2010,2009-10
Joel Przybilla,Portland Trail Blazers,6857725.0,2010,2009-10
Dan Gadzuric,Milwaukee Bucks,6749260.0,2010,2009-10
Andre Miller,Portland Trail Blazers,6730800.0,2010,2009-10
Shawn Marion,Dallas Mavericks,6635068.0,2010,2009-10
Tony Battie,New Jersey Nets,6606600.0,2010,2009-10
Leandro Barbosa,Phoenix Suns,6600000.0,2010,2009-10
Antonio Daniels,Philadelphia 76ers,6600000.0,2010,2009-10
Jerome James,Chicago Bulls,6600000.0,2010,2009-10
Andrea Bargnani,Toronto Raptors,6527491.0,2010,2009-10
Luke Ridnour,Milwaukee Bucks,6500000.0,2010,2009-10
Charlie Villanueva,Detroit Pistons,6500000.0,2010,2009-10
Nazr Mohammed,Charlotte Bobcats,6466600.0,2010,2009-10
Jared Jeffries,Houston Rockets,6466600.0,2010,2009-10
Mike James,Washington Wizards,6466600.0,2010,2009-10
Vladimir Radmanovic,Golden State Warriors,6466600.0,2010,2009-10
John Salmons,Milwaukee Bucks,6429151.0,2010,2009-10
Anderson Varejao,Cleveland Cavaliers,6363636.0,2010,2009-10
Nick Collison,Oklahoma City Thunder,6250000.0,2010,2009-10
Mike Bibby,Atlanta Hawks,6217617.0,2010,2009-10
Jason Kapono,Philadelphia 76ers,6212960.0,2010,2009-10
JR Smith,Denver Nuggets,6171426.0,2010,2009-10
Jeff Foster,Indiana Pacers,6077500.0,2010,2009-10
Chris Duhon,New York Knicks,6031800.0,2010,2009-10
James Posey,New Orleans Hornets,6031800.0,2010,2009-10
Beno Udrih,Sacramento Kings,6031800.0,2010,2009-10
DeSagana Diop,Charlotte Bobcats,6031800.0,2010,2009-10
Brendan Haywood,Dallas Mavericks,6000000.0,2010,2009-10
Rasheed Wallace,Boston Celtics,5854000.0,2010,2009-10
Trevor Ariza,Houston Rockets,5854000.0,2010,2009-10
Metta World Peace,Los Angeles Lakers,5854000.0,2010,2009-10
Marcin Gortat,Orlando Magic,5854000.0,2010,2009-10
LaMarcus Aldridge,Portland Trail Blazers,5844827.0,2010,2009-10
Morris Peterson,New Orleans Hornets,5800000.0,2010,2009-10
Francisco Garcia,Sacramento Kings,5800000.0,2010,2009-10
Raymond Felton,Charlotte Bobcats,5501196.0,2010,2009-10
Greg Oden,Portland Trail Blazers,5361240.0,2010,2009-10
Mickael Pietrus,Orlando Magic,5300000.0,2010,2009-10
Adam Morrison,Los Angeles Lakers,5257229.0,2010,2009-10
Raja Bell,Golden State Warriors,5250000.0,2010,2009-10
Speedy Claxton,Atlanta Hawks,5209454.0,2010,2009-10
Derrick Rose,Chicago Bulls,5184480.0,2010,2009-10
Kyle Korver,Utah Jazz,5163636.0,2010,2009-10
Nenad Krstic,Oklahoma City Thunder,5160832.0,2010,2009-10
Derek Fisher,Los Angeles Lakers,5048000.0,2010,2009-10
Jason Maxiell,Detroit Pistons,5000000.0,2010,2009-10
Sasha Vujacic,Los Angeles Lakers,5000000.0,2010,2009-10
Nate Robinson,Boston Celtics,5000000.0,2010,2009-10
Jarrett Jack,Toronto Raptors,5000000.0,2010,2009-10
Blake Griffin,Boston Celtics,4983480.0,2010,2009-10
Lou Williams,Philadelphia 76ers,4972500.0,2010,2009-10
Reggie Evans,Toronto Raptors,4960000.0,2010,2009-10
Luke Walton,Los Angeles Lakers,4840000.0,2010,2009-10
Kevin Durant,Oklahoma City Thunder,4796880.0,2010,2009-10
Zaza Pachulia,Atlanta Hawks,4750000.0,2010,2009-10
Tyrus Thomas,Charlotte Bobcats,4743598.0,2010,2009-10
Matt Carroll,Dallas Mavericks,4700000.0,2010,2009-10
Michael Beasley,Miami Heat,4638600.0,2010,2009-10
Drew Gooden,LA Clippers,4580735.0,2010,2009-10
Marcus Banks,Toronto Raptors,4553793.0,2010,2009-10
Darius Songaila,New Orleans Hornets,4526000.0,2010,2009-10
Antonio McDyess,San Antonio Spurs,4500000.0,2010,2009-10
Kendrick Perkins,Boston Celtics,4500000.0,2010,2009-10
Hasheem Thabeet,Memphis Grizzlies,4458840.0,2010,2009-10
Trenton Hassell,New Jersey Nets,4350000.0,2010,2009-10
Martell Webster,Portland Trail Blazers,4344000.0,2010,2009-10
James Jones,Miami Heat,4330000.0,2010,2009-10
Al Horford,Atlanta Hawks,4307640.0,2010,2009-10
Delonte West,Cleveland Cavaliers,4254250.0,2010,2009-10
O.J. Mayo,Memphis Grizzlies,4165560.0,2010,2009-10
Ronny Turiaf,Golden State Warriors,4140000.0,2010,2009-10
Bruce Bowen,San Antonio Spurs,4100000.0,2010,2009-10
Daniel Gibson,Cleveland Cavaliers,4088500.0,2010,2009-10
Greg Buckner,Memphis Grizzlies,4080915.0,2010,2009-10
James Harden,Oklahoma City Thunder,4004160.0,2010,2009-10
Kwame Brown,Detroit Pistons,4000000.0,2010,2009-10
Brandon Bass,Orlando Magic,4000000.0,2010,2009-10
Steve Blake,LA Clippers,4000000.0,2010,2009-10
Rasual Butler,LA Clippers,3945000.0,2010,2009-10
Amir Johnson,Toronto Raptors,3941667.0,2010,2009-10
Brandon Roy,Portland Trail Blazers,3910816.0,2010,2009-10
Ryan Gomes,Minnesota Timberwolves,3892500.0,2010,2009-10
DeShawn Stevenson,Dallas Mavericks,3883929.0,2010,2009-10
Mike Conley,Memphis Grizzlies,3883800.0,2010,2009-10
Kurt Thomas,Milwaukee Bucks,3800000.0,2010,2009-10
Roger Mason Jr.,San Antonio Spurs,3780000.0,2010,2009-10
Russell Westbrook,Oklahoma City Thunder,3755640.0,2010,2009-10
CJ Miles,Utah Jazz,3700000.0,2010,2009-10
Steven Hunter,Memphis Grizzlies,3696000.0,2010,2009-10
Willie Green,Philadelphia 76ers,3682000.0,2010,2009-10
Ramon Sessions,Minnesota Timberwolves,3670667.0,2010,2009-10
Chris Andersen,Denver Nuggets,3650000.0,2010,2009-10
Damien Wilkins,Minnesota Timberwolves,3630000.0,2010,2009-10
Tyreke Evans,Sacramento Kings,3610080.0,2010,2009-10
Charlie Bell,Milwaukee Bucks,3602960.0,2010,2009-10
Travis Outlaw,LA Clippers,3600000.0,2010,2009-10
Randy Foye,Washington Wizards,3575761.0,2010,2009-10
Keyon Dooling,New Jersey Nets,3564000.0,2010,2009-10
Jeff Green,Oklahoma City Thunder,3516960.0,2010,2009-10
Carlos Delfino,Milwaukee Bucks,3500000.0,2010,2009-10
Brian Cook,Houston Rockets,3500000.0,2010,2009-10
Brian Scalabrine,Boston Celtics,3413793.0,2010,2009-10
Kevin Love,Minnesota Timberwolves,3401040.0,2010,2009-10
Marc Gasol,Memphis Grizzlies,3333333.0,2010,2009-10
Luis Scola,Houston Rockets,3284667.0,2010,2009-10
Rudy Gay,Memphis Grizzlies,3280997.0,2010,2009-10
Matt Bonner,San Antonio Spurs,3256500.0,2010,2009-10
Yi Jianlian,New Jersey Nets,3194400.0,2010,2009-10
Kelenna Azubuike,Golden State Warriors,3100000.0,2010,2009-10
Danilo Gallinari,New York Knicks,3089040.0,2010,2009-10
Glen Davis,Boston Celtics,3000004.0,2010,2009-10
Jamario Moon,Cleveland Cavaliers,3000000.0,2010,2009-10
Eduardo Najera,Dallas Mavericks,3000000.0,2010,2009-10
Carl Landry,Sacramento Kings,3000000.0,2010,2009-10
Hakim Warrick,Chicago Bulls,3000000.0,2010,2009-10
Andray Blatche,Washington Wizards,3000000.0,2010,2009-10
Grant Hill,Phoenix Suns,3000000.0,2010,2009-10
Chris Wilcox,Detroit Pistons,3000000.0,2010,2009-10
Jonny Flynn,Minnesota Timberwolves,2969280.0,2010,2009-10
Corey Brewer,Minnesota Timberwolves,2916120.0,2010,2009-10
Kris Humphries,New Jersey Nets,2900000.0,2010,2009-10
Dorell Wright,Miami Heat,2887165.0,2010,2009-10
Eddie House,New York Knicks,2862000.0,2010,2009-10
Mark Madsen,Minnesota Timberwolves,2840000.0,2010,2009-10
JJ Redick,Orlando Magic,2839408.0,2010,2009-10
Eric Gordon,LA Clippers,2819880.0,2010,2009-10
Hilton Armstrong,Houston Rockets,2801198.0,2010,2009-10
Earl Watson,Indiana Pacers,2800000.0,2010,2009-10
Thabo Sefolosha,Oklahoma City Thunder,2759628.0,2010,2009-10
Ronnie Brewer,Memphis Grizzlies,2717161.0,2010,2009-10
Stephen Curry,Golden State Warriors,2710560.0,2010,2009-10
Brandan Wright,Houston Rockets,2671440.0,2010,2009-10
Anthony Parker,Cleveland Cavaliers,2644231.0,2010,2009-10
Joe Alexander,Chicago Bulls,2583360.0,2010,2009-10
Maurice Evans,Atlanta Hawks,2500000.0,2010,2009-10
Sebastian Telfair,Cleveland Cavaliers,2500000.0,2010,2009-10
Dahntay Jones,Indiana Pacers,2500000.0,2010,2009-10
Tony Allen,Boston Celtics,2500000.0,2010,2009-10
Michael Finley,Boston Celtics,2500000.0,2010,2009-10
Jordan Hill,Houston Rockets,2483280.0,2010,2009-10
Joakim Noah,Chicago Bulls,2455680.0,2010,2009-10
Shawne Williams,Minnesota Timberwolves,2416067.0,2010,2009-10
Ricky Davis,LA Clippers,2400000.0,2010,2009-10
D.J. Augustin,Charlotte Bobcats,2374680.0,2010,2009-10
Spencer Hawes,Sacramento Kings,2332800.0,2010,2009-10
David Andersen,Houston Rockets,2314815.0,2010,2009-10
Craig Smith,LA Clippers,2300000.0,2010,2009-10
DeMar DeRozan,Toronto Raptors,2282640.0,2010,2009-10
Brook Lopez,New Jersey Nets,2255880.0,2010,2009-10
Acie Law,Chicago Bulls,2216160.0,2010,2009-10
Ryan Hollins,Minnesota Timberwolves,2183333.0,2010,2009-10
Brandon Jennings,Milwaukee Bucks,2168520.0,2010,2009-10
Chuck Hayes,Houston Rockets,2147750.0,2010,2009-10
Jerryd Bayless,Portland Trail Blazers,2143080.0,2010,2009-10
Renaldo Balkman,Denver Nuggets,2112417.0,2010,2009-10
Thaddeus Young,Philadelphia 76ers,2105400.0,2010,2009-10
Ersan Ilyasova,Milwaukee Bucks,2100000.0,2010,2009-10
Rajon Rondo,Boston Celtics,2094923.0,2010,2009-10
Anthony Johnson,Orlando Magic,2062800.0,2010,2009-10
Jarvis Hayes,New Jersey Nets,2062800.0,2010,2009-10
Brent Barry,Houston Rockets,2062800.0,2010,2009-10
Terrence Williams,New Jersey Nets,2060040.0,2010,2009-10
Josh Boone,New Jersey Nets,2056968.0,2010,2009-10
Jason Thompson,Sacramento Kings,2035920.0,2010,2009-10
Kyle Lowry,Houston Rockets,2034996.0,2010,2009-10
Julian Wright,New Orleans Hornets,2000040.0,2010,2009-10
Jannero Pargo,Chicago Bulls,1990000.0,2010,2009-10
Ronald Murray,Chicago Bulls,1990000.0,2010,2009-10
Rasho Nesterovic,Toronto Raptors,1990000.0,2010,2009-10
Fabricio Oberto,Washington Wizards,1990000.0,2010,2009-10
Marquis Daniels,Boston Celtics,1990000.0,2010,2009-10
Shannon Brown,Los Angeles Lakers,1990000.0,2010,2009-10
Channing Frye,Phoenix Suns,1990000.0,2010,2009-10
Gerald Henderson,Charlotte Bobcats,1957080.0,2010,2009-10
Jordan Farmar,Los Angeles Lakers,1947240.0,2010,2009-10
Al Thornton,Washington Wizards,1900200.0,2010,2009-10
Mardy Collins,LA Clippers,1867742.0,2010,2009-10
Tyler Hansbrough,Indiana Pacers,1859160.0,2010,2009-10
Anthony Randolph,Golden State Warriors,1837560.0,2010,2009-10
Goran Dragic,Phoenix Suns,1836000.0,2010,2009-10
Rodney Stuckey,Detroit Pistons,1805040.0,2010,2009-10
Antoine Wright,Toronto Raptors,1800000.0,2010,2009-10
Earl Clark,Phoenix Suns,1766280.0,2010,2009-10
Robin Lopez,Phoenix Suns,1745520.0,2010,2009-10
Nick Young,Washington Wizards,1714800.0,2010,2009-10
Francisco Elson,Philadelphia 76ers,1700000.0,2010,2009-10
Austin Daye,Detroit Pistons,1677840.0,2010,2009-10
Marreese Speights,Philadelphia 76ers,1658280.0,2010,2009-10
J.J. Barea,Dallas Mavericks,1657500.0,2010,2009-10
Sean Williams,New Jersey Nets,1629120.0,2010,2009-10
Hamed Ehaddadi,Memphis Grizzlies,1627779.0,2010,2009-10
Solomon Jones,Indiana Pacers,1620000.0,2010,2009-10
Matt Barnes,Orlando Magic,1600000.0,2010,2009-10
Devean George,Golden State Warriors,1600000.0,2010,2009-10
James Johnson,Chicago Bulls,1594080.0,2010,2009-10
Roy Hibbert,Indiana Pacers,1575360.0,2010,2009-10
Marco Belinelli,Toronto Raptors,1547640.0,2010,2009-10
Oleksiy Pecherov,Minnesota Timberwolves,1547640.0,2010,2009-10
Jrue Holiday,Philadelphia 76ers,1514280.0,2010,2009-10
Sasha Pavlovic,Minnesota Timberwolves,1500000.0,2010,2009-10
JaVale McGee,Washington Wizards,1496640.0,2010,2009-10
Javaris Crittenton,Washington Wizards,1477920.0,2010,2009-10
Ty Lawson,Denver Nuggets,1438680.0,2010,2009-10
JJ Hickson,Cleveland Cavaliers,1429200.0,2010,2009-10
Jason Smith,Philadelphia 76ers,1418880.0,2010,2009-10
Jeff Teague,Atlanta Hawks,1373880.0,2010,2009-10
Alexis Ajinca,Charlotte Bobcats,1372080.0,2010,2009-10
Daequan Cook,Miami Heat,1362120.0,2010,2009-10
Roko-Leni Ukic,Milwaukee Bucks,1350000.0,2010,2009-10
Eric Maynor,Oklahoma City Thunder,1318920.0,2010,2009-10
Ryan Anderson,Orlando Magic,1317120.0,2010,2009-10
Jared Dudley,Phoenix Suns,1307640.0,2010,2009-10
Malik Allen,Denver Nuggets,1300000.0,2010,2009-10
Darren Collison,New Orleans Hornets,1266120.0,2010,2009-10
Courtney Lee,New Jersey Nets,1264440.0,2010,2009-10
Wilson Chandler,New York Knicks,1255440.0,2010,2009-10
Ronnie Price,Utah Jazz,1250000.0,2010,2009-10
Kosta Koufos,Utah Jazz,1214040.0,2010,2009-10
Omri Casspi,Sacramento Kings,1167000.0,2010,2009-10
Byron Mullens,Oklahoma City Thunder,1120200.0,2010,2009-10
Serge Ibaka,Oklahoma City Thunder,1120200.0,2010,2009-10
Nicolas Batum,Portland Trail Blazers,1118760.0,2010,2009-10
Aaron Brooks,Houston Rockets,1118520.0,2010,2009-10
Devin Brown,Chicago Bulls,1107572.0,2010,2009-10
Arron Afflalo,Denver Nuggets,1086240.0,2010,2009-10
George Hill,San Antonio Spurs,1081680.0,2010,2009-10
Rodrigue Beaubois,Dallas Mavericks,1075440.0,2010,2009-10
Alando Tucker,Minnesota Timberwolves,1071720.0,2010,2009-10
Darrell Arthur,Memphis Grizzlies,1050480.0,2010,2009-10
Chris Quinn,New Jersey Nets,1050387.0,2010,2009-10
Royal Ivey,Milwaukee Bucks,1050000.0,2010,2009-10
Taj Gibson,Chicago Bulls,1039800.0,2010,2009-10
D.J. White,Oklahoma City Thunder,1036440.0,2010,2009-10
Quinton Ross,Washington Wizards,1033342.0,2010,2009-10
Steve Novak,LA Clippers,1031000.0,2010,2009-10
James Singleton,Washington Wizards,1030189.0,2010,2009-10
J.R. Giddens,New York Knicks,1028880.0,2010,2009-10
DeMarre Carroll,Memphis Grizzlies,1009680.0,2010,2009-10
Wayne Ellington,Minnesota Timberwolves,1003560.0,2010,2009-10
C.J. Watson,Golden State Warriors,1000497.0,2010,2009-10
Aaron Gray,New Orleans Hornets,1000497.0,2010,2009-10
Toney Douglas,New York Knicks,996240.0,2010,2009-10
Ian Mahinmi,San Antonio Spurs,989670.0,2010,2009-10
Didier Ilunga-Mbenga,Los Angeles Lakers,959111.0,2010,2009-10
Josh Powell,Los Angeles Lakers,959111.0,2010,2009-10
Yakhouba Diawara,Miami Heat,945000.0,2010,2009-10
Zydrunas Ilgauskas,Cleveland Cavaliers,925000.0,2010,2009-10
Salim Stoudamire,Atlanta Hawks,884881.0,2010,2009-10
Kyle Weaver,Oklahoma City Thunder,870968.0,2010,2009-10
Kyrylo Fesenko,Utah Jazz,870000.0,2010,2009-10
Donte Greene,Sacramento Kings,870000.0,2010,2009-10
Patrick O'Bryant,Toronto Raptors,855189.0,2010,2009-10
Leon Powe,Cleveland Cavaliers,855189.0,2010,2009-10
Quincy Douby,Sacramento Kings,855189.0,2010,2009-10
Marcus Haislip,San Antonio Spurs,855189.0,2010,2009-10
Lou Amundson,Phoenix Suns,855189.0,2010,2009-10
Mouhamed Sene,New York Knicks,855189.0,2010,2009-10
Anthony Roberson,Chicago Bulls,855189.0,2010,2009-10
Tarence Kinsey,Golden State Warriors,855189.0,2010,2009-10
Randolph Morris,Atlanta Hawks,855189.0,2010,2009-10
DeJuan Blair,San Antonio Spurs,850000.0,2010,2009-10
Sean Marks,New Orleans Hornets,825497.0,2010,2009-10
Jason Williams,Orlando Magic,825497.0,2010,2009-10
Brian Skinner,LA Clippers,825497.0,2010,2009-10
Jamaal Magloire,Miami Heat,825497.0,2010,2009-10
Paul Davis,Washington Wizards,825497.0,2010,2009-10
Dominic McGuire,Sacramento Kings,825497.0,2010,2009-10
Kevin Ollie,Oklahoma City Thunder,825497.0,2010,2009-10
Ryan Bowen,Oklahoma City Thunder,825497.0,2010,2009-10
Marcus Williams,Memphis Grizzlies,825497.0,2010,2009-10
Luther Head,Indiana Pacers,825497.0,2010,2009-10
Desmond Mason,Sacramento Kings,825497.0,2010,2009-10
Jarron Collins,Phoenix Suns,825497.0,2010,2009-10
Chucky Atkins,Detroit Pistons,825497.0,2010,2009-10
Keith Bogans,San Antonio Spurs,825497.0,2010,2009-10
Mikki Moore,Golden State Warriors,825497.0,2010,2009-10
Linton Johnson,Chicago Bulls,825497.0,2010,2009-10
Adonal Foyle,Orlando Magic,825497.0,2010,2009-10
James White,New York Knicks,825497.0,2010,2009-10
Ike Diogu,New York Knicks,825497.0,2010,2009-10
Jason Collins,Atlanta Hawks,825497.0,2010,2009-10
Shelden Williams,Boston Celtics,825497.0,2010,2009-10
Jason Hart,New Orleans Hornets,825497.0,2010,2009-10
Stephen Graham,Charlotte Bobcats,825497.0,2010,2009-10
Primoz Brezec,Milwaukee Bucks,825497.0,2010,2009-10
Juwan Howard,Portland Trail Blazers,825497.0,2010,2009-10
Joe Smith,Atlanta Hawks,825497.0,2010,2009-10
Theo Ratliff,Charlotte Bobcats,825497.0,2010,2009-10
Kareem Rush,LA Clippers,825497.0,2010,2009-10
Jermareo Davidson,Golden State Warriors,825497.0,2010,2009-10
Ben Wallace,Detroit Pistons,825497.0,2010,2009-10
Marcus Williams,Denver Nuggets,825497.0,2010,2009-10
Pops Mensah-Bonsu,Toronto Raptors,825497.0,2010,2009-10
Anthony Carter,Denver Nuggets,825497.0,2010,2009-10
